Contig ID,Size,Lhav_ech1,Lhav F RPKM
Lhav_v2_contig_27810,281,16,0.625366035
Lhav_v2_contig_27811,653,9,0.151373536
Lhav_v2_contig_27812,399,645,17.75445911
Lhav_v2_contig_27813,384,908,25.97019743
Lhav_v2_contig_27814,213,63,3.248490291
Lhav_v2_contig_27815,487,85,1.916949145
Lhav_v2_contig_27816,302,270,9.819230348
Lhav_v2_contig_27817,2277,572,2.759012227
Lhav_v2_contig_27818,403,21,0.572314667
Lhav_v2_contig_27819,1467,82,0.613909516
Lhav_v2_contig_2782,1811,12469,75.61950003
Lhav_v2_contig_27820,528,130,2.704145507
Lhav_v2_contig_27821,441,196,4.881329325
Lhav_v2_contig_27822,733,224,3.356330123
Lhav_v2_contig_27823,327,128,4.299152433
Lhav_v2_contig_27824,238,610,28.14968277
Lhav_v2_contig_27825,1698,917,5.931332586
Lhav_v2_contig_27826,1309,202,1.694854223
Lhav_v2_contig_27827,278,0,0
Lhav_v2_contig_27828,978,399,4.4807908
Lhav_v2_contig_27829,624,7,0.12320663
Lhav_v2_contig_2783,810,2985,40.47435566
Lhav_v2_contig_27830,355,20,0.618760055
Lhav_v2_contig_27831,730,54,0.812440429
Lhav_v2_contig_27832,3097,887,3.145596707
Lhav_v2_contig_27833,460,37,0.883414492
Lhav_v2_contig_27834,260,455,19.22023422
Lhav_v2_contig_27835,397,90,2.489846822
Lhav_v2_contig_27836,539,51,1.039206939
Lhav_v2_contig_27837,408,482,12.97500405
Lhav_v2_contig_27838,685,422,6.766163788
Lhav_v2_contig_27839,940,68,0.794514241
Lhav_v2_contig_2784,2091,3771,19.80720181
Lhav_v2_contig_27840,370,74,2.196598196
Lhav_v2_contig_27841,281,20,0.781707543
Lhav_v2_contig_27842,707,153,2.376800029
Lhav_v2_contig_27843,267,26,1.06950474
Lhav_v2_contig_27844,898,145,1.77342282
Lhav_v2_contig_27845,265,180,7.460144818
Lhav_v2_contig_27846,252,449,19.5689006
Lhav_v2_contig_27847,461,4,0.095297102
Lhav_v2_contig_27848,444,2,0.049472932
Lhav_v2_contig_27849,826,74,0.983948345
Lhav_v2_contig_2785,1840,4178,24.93855235
Lhav_v2_contig_27850,1020,284,3.058009254
Lhav_v2_contig_27851,444,135,3.339422934
Lhav_v2_contig_27852,450,0,0
Lhav_v2_contig_27853,461,59,1.405632252
Lhav_v2_contig_27854,631,267,4.647319481
Lhav_v2_contig_27855,192,28,1.601686185
Lhav_v2_contig_27856,1343,90,0.736015777
Lhav_v2_contig_27857,575,23,0.439319639
Lhav_v2_contig_27858,2328,331,1.561585058
Lhav_v2_contig_27859,859,278,3.55444877
Lhav_v2_contig_2786,479,26,0.596153999
Lhav_v2_contig_27860,453,284,6.885583751
Lhav_v2_contig_27861,844,143,1.860862216
Lhav_v2_contig_27862,821,782,10.46126547
Lhav_v2_contig_27863,246,17,0.758987182
Lhav_v2_contig_27864,279,143,5.629274948
Lhav_v2_contig_27865,211,28,1.457458519
Lhav_v2_contig_27866,604,18,0.327307678
Lhav_v2_contig_27867,323,369,12.54713211
Lhav_v2_contig_27868,242,9,0.408458342
Lhav_v2_contig_27869,930,136,1.60611481
Lhav_v2_contig_2787,200,12,0.658979459
Lhav_v2_contig_27870,1140,66,0.635857373
Lhav_v2_contig_27871,290,474,17.9515094
Lhav_v2_contig_27872,944,491,5.712551454
Lhav_v2_contig_27873,808,24,0.326227455
Lhav_v2_contig_27874,707,143,2.221453622
Lhav_v2_contig_27875,211,4,0.20820836
Lhav_v2_contig_27876,1257,50,0.43687315
Lhav_v2_contig_27877,397,357,9.876392395
Lhav_v2_contig_27878,481,246,5.617080627
Lhav_v2_contig_27879,457,59,1.417935378
Lhav_v2_contig_2788,690,945,15.04192243
Lhav_v2_contig_27880,300,115,4.210146543
Lhav_v2_contig_27881,243,405,18.30498497
Lhav_v2_contig_27882,967,23,0.261229362
Lhav_v2_contig_27883,316,76,2.641478844
Lhav_v2_contig_27884,259,237,10.05007283
Lhav_v2_contig_27885,803,11,0.150451931
Lhav_v2_contig_27886,618,0,0
Lhav_v2_contig_27887,207,86,4.562981761
Lhav_v2_contig_27888,499,596,13.11796117
Lhav_v2_contig_27889,395,0,0
Lhav_v2_contig_2789,1935,4567,25.9221291
Lhav_v2_contig_27890,423,1072,27.83396296
Lhav_v2_contig_27891,1125,359,3.504794456
Lhav_v2_contig_27892,427,11,0.282934194
Lhav_v2_contig_27893,221,301,14.95873432
Lhav_v2_contig_27894,457,172,4.13364212
Lhav_v2_contig_27895,379,10,0.28978868
Lhav_v2_contig_27896,393,325,9.08262613
Lhav_v2_contig_27897,278,30,1.185214854
Lhav_v2_contig_27898,350,181,5.679775337
Lhav_v2_contig_27899,230,232,11.07849525
Lhav_v2_contig_279,1707,19911,128.1091584
Lhav_v2_contig_2790,1193,2930,26.9741522
Lhav_v2_contig_27900,641,10,0.171341513
Lhav_v2_contig_27901,681,16,0.258043841
Lhav_v2_contig_27902,1309,765,6.418631094
Lhav_v2_contig_27903,2289,581,2.787731656
Lhav_v2_contig_27904,333,444,14.64398798
Lhav_v2_contig_27905,1063,68,0.702580797
Lhav_v2_contig_27906,228,4,0.192684052
Lhav_v2_contig_27907,286,151,5.798712022
Lhav_v2_contig_27908,397,237,6.556596632
Lhav_v2_contig_27909,270,56,2.277953685
Lhav_v2_contig_2791,207,423,22.44350331
Lhav_v2_contig_27910,268,461,18.89238374
Lhav_v2_contig_27911,535,6,0.123173731
Lhav_v2_contig_27912,679,124,2.005730312
Lhav_v2_contig_27913,1939,2040,11.55508077
Lhav_v2_contig_27914,241,231,10.52726522
Lhav_v2_contig_27915,317,7,0.242526615
Lhav_v2_contig_27916,209,37,1.944357255
Lhav_v2_contig_27917,417,36,0.948171883
Lhav_v2_contig_27918,295,187,6.962099368
Lhav_v2_contig_27919,358,30,0.920362373
Lhav_v2_contig_2792,2223,7417,36.64455426
Lhav_v2_contig_27920,462,58,1.37881705
Lhav_v2_contig_27921,1926,127,0.724215916
Lhav_v2_contig_27922,638,106,1.824760257
Lhav_v2_contig_27923,278,109,4.306280637
Lhav_v2_contig_27924,251,20,0.875138724
Lhav_v2_contig_27925,331,262,8.693485309
Lhav_v2_contig_27926,601,279,5.098593152
Lhav_v2_contig_27927,206,27,1.439518236
Lhav_v2_contig_27928,396,606,16.80730438
Lhav_v2_contig_27929,367,350,10.47424208
Lhav_v2_contig_2793,597,1061,19.51918498
Lhav_v2_contig_27930,407,237,6.395500891
Lhav_v2_contig_27931,1221,70,0.629655503
Lhav_v2_contig_27932,221,51,2.534536381
Lhav_v2_contig_27933,438,7,0.175527253
Lhav_v2_contig_27934,524,677,14.18985667
Lhav_v2_contig_27935,1017,203,2.192278436
Lhav_v2_contig_27936,968,179,2.030945647
Lhav_v2_contig_27937,606,4,0.07249499
Lhav_v2_contig_27938,211,66,3.435437938
Lhav_v2_contig_27939,926,393,4.661247793
Lhav_v2_contig_2794,1537,3514,25.1101043
Lhav_v2_contig_27940,215,26,1.328175654
Lhav_v2_contig_27941,504,1,0.021791649
Lhav_v2_contig_27942,672,101,1.650717395
Lhav_v2_contig_27943,2145,198,1.013814552
Lhav_v2_contig_27944,851,233,3.007093888
Lhav_v2_contig_27945,929,1413,16.70502288
Lhav_v2_contig_27946,328,40,1.339389144
Lhav_v2_contig_27947,323,18,0.612055225
Lhav_v2_contig_27948,406,23,0.622189144
Lhav_v2_contig_27949,345,39,1.241555502
Lhav_v2_contig_2795,1933,3159,17.94892318
Lhav_v2_contig_27950,266,14,0.578052157
Lhav_v2_contig_27951,1082,2290,23.24496243
Lhav_v2_contig_27952,357,98,3.014938701
Lhav_v2_contig_27953,514,19,0.405986048
Lhav_v2_contig_27954,577,81,1.54180636
Lhav_v2_contig_27955,583,962,18.12287706
Lhav_v2_contig_27956,221,74,3.677562591
Lhav_v2_contig_27957,458,400,9.592131862
Lhav_v2_contig_27958,1621,29,0.196487809
Lhav_v2_contig_27959,252,189,8.237243237
Lhav_v2_contig_2796,1375,2018,16.11903695
Lhav_v2_contig_27960,636,242,4.179062606
Lhav_v2_contig_27961,2070,236,1.252167088
Lhav_v2_contig_27962,450,197,4.808109386
Lhav_v2_contig_27963,1162,822,7.769379163
Lhav_v2_contig_27964,468,48,1.126460614
Lhav_v2_contig_27965,916,182,2.182209999
Lhav_v2_contig_27966,934,561,6.596850044
Lhav_v2_contig_27967,573,707,13.55143914
Lhav_v2_contig_27968,416,309,8.158038975
Lhav_v2_contig_27969,837,85,1.115357507
Lhav_v2_contig_2797,288,471,17.9617665
Lhav_v2_contig_27970,280,87,3.412572198
Lhav_v2_contig_27971,293,58,2.17410743
Lhav_v2_contig_27972,481,81,1.849526548
Lhav_v2_contig_27973,280,32,1.255198969
Lhav_v2_contig_27974,267,251,10.32483422
Lhav_v2_contig_27975,311,407,14.373239
Lhav_v2_contig_27976,218,62,3.12360294
Lhav_v2_contig_27977,634,13,0.225203285
Lhav_v2_contig_27978,434,377,9.540524425
Lhav_v2_contig_27979,323,125,4.250383507
Lhav_v2_contig_2798,787,3823,53.35193714
Lhav_v2_contig_27980,269,21,0.857408218
Lhav_v2_contig_27981,1825,127,0.764295811
Lhav_v2_contig_27982,262,639,26.78676045
Lhav_v2_contig_27983,1093,201,2.019744911
Lhav_v2_contig_27984,211,2,0.10410418
Lhav_v2_contig_27985,372,0,0
Lhav_v2_contig_27986,661,65,1.080021806
Lhav_v2_contig_27987,823,489,6.525738263
Lhav_v2_contig_27988,845,111,1.442736094
Lhav_v2_contig_27989,378,519,15.07982095
Lhav_v2_contig_2799,1865,6144,36.18203571
Lhav_v2_contig_27990,319,2,0.068858878
Lhav_v2_contig_27991,220,6,0.299536118
Lhav_v2_contig_27992,512,0,0
Lhav_v2_contig_27993,500,14,0.307523748
Lhav_v2_contig_27994,239,75,3.446545287
Lhav_v2_contig_27995,742,333,4.929024255
Lhav_v2_contig_27996,601,70,1.27921692
Lhav_v2_contig_27997,230,14,0.668529886
Lhav_v2_contig_27998,223,16,0.78801729
Lhav_v2_contig_27999,212,58,3.004780552
Lhav_v2_contig_28,763,627,9.025341214
Lhav_v2_contig_280,2430,3064,13.84851209
Lhav_v2_contig_2800,2341,11315,53.08523834
Lhav_v2_contig_28000,277,6,0.237898722
Lhav_v2_contig_28001,446,196,4.826605903
Lhav_v2_contig_28002,1458,277,2.086617628
Lhav_v2_contig_28003,275,44,1.757278557
Lhav_v2_contig_28004,240,0,0
Lhav_v2_contig_28005,839,237,3.102465867
Lhav_v2_contig_28006,625,502,8.821538357
Lhav_v2_contig_28007,274,10,0.400839087
Lhav_v2_contig_28008,410,62,1.660842539
Lhav_v2_contig_28009,1819,513,3.09745705
Lhav_v2_contig_2801,3213,4223,14.43547181
Lhav_v2_contig_28010,572,743,14.26636766
Lhav_v2_contig_28011,696,509,8.032101164
Lhav_v2_contig_28012,1846,72,0.428372346
Lhav_v2_contig_28013,308,649,23.142731
Lhav_v2_contig_28014,254,1,0.043240122
Lhav_v2_contig_28015,228,66,3.179286863
Lhav_v2_contig_28016,884,301,3.739683581
Lhav_v2_contig_28017,587,604,11.30106738
Lhav_v2_contig_28018,1840,71,0.423800196
Lhav_v2_contig_28019,259,63,2.671538347
Lhav_v2_contig_2802,443,251,6.22286848
Lhav_v2_contig_28020,1424,139,1.072075665
Lhav_v2_contig_28021,232,489,23.14949392
Lhav_v2_contig_28022,1263,66,0.57393302
Lhav_v2_contig_28023,455,43,1.037952994
Lhav_v2_contig_28024,229,36,1.726583735
Lhav_v2_contig_28025,334,138,4.537882502
Lhav_v2_contig_28026,202,61,3.316645792
Lhav_v2_contig_28027,1082,364,3.694832456
Lhav_v2_contig_28028,350,58,1.820038506
Lhav_v2_contig_28029,354,4,0.124101593
Lhav_v2_contig_2803,585,486,9.12433097
Lhav_v2_contig_28030,416,161,4.250628722
Lhav_v2_contig_28031,240,15,0.686436936
Lhav_v2_contig_28032,588,401,7.490100993
Lhav_v2_contig_28033,222,194,9.597748876
Lhav_v2_contig_28034,1062,24,0.248203186
Lhav_v2_contig_28035,642,349,5.970504444
Lhav_v2_contig_28036,1374,768,6.138964392
Lhav_v2_contig_28037,835,103,1.354788109
Lhav_v2_contig_28038,924,8,0.095090831
Lhav_v2_contig_28039,660,222,3.694278785
Lhav_v2_contig_2804,1963,3196,17.88162974
Lhav_v2_contig_28040,865,127,1.612531624
Lhav_v2_contig_28041,374,53,1.556413161
Lhav_v2_contig_28042,251,0,0
Lhav_v2_contig_28043,418,204,5.360120001
Lhav_v2_contig_28044,297,4,0.14791907
Lhav_v2_contig_28045,1557,180,1.26970994
Lhav_v2_contig_28046,447,685,16.83075799
Lhav_v2_contig_28047,379,42,1.217112457
Lhav_v2_contig_28048,569,184,3.551617471
Lhav_v2_contig_28049,820,490,6.563006807
Lhav_v2_contig_2805,222,513,25.3796143
Lhav_v2_contig_28050,279,8,0.314924473
Lhav_v2_contig_28051,514,29,0.619662915
Lhav_v2_contig_28052,1882,156,0.910386075
Lhav_v2_contig_28053,1554,1033,7.300791303
Lhav_v2_contig_28054,1061,466,4.823820733
Lhav_v2_contig_28055,348,437,13.79185937
Lhav_v2_contig_28056,234,214,10.0442738
Lhav_v2_contig_28057,284,28,1.082830097
Lhav_v2_contig_28058,2239,160,0.784849735
Lhav_v2_contig_28059,538,368,7.512529148
Lhav_v2_contig_2806,1523,3502,25.25438898
Lhav_v2_contig_28060,477,35,0.805879841
Lhav_v2_contig_28061,431,159,4.051729852
Lhav_v2_contig_28062,568,114,2.204332697
Lhav_v2_contig_28063,443,60,1.487538282
Lhav_v2_contig_28064,1490,181,1.334175415
Lhav_v2_contig_28065,209,18,0.94590353
Lhav_v2_contig_28066,591,51,0.947770795
Lhav_v2_contig_28067,251,0,0
Lhav_v2_contig_28068,231,8,0.380363324
Lhav_v2_contig_28069,349,133,4.185495131
Lhav_v2_contig_2807,685,729,11.68846778
Lhav_v2_contig_28070,275,406,16.2148885
Lhav_v2_contig_28071,1113,404,3.986638236
Lhav_v2_contig_28072,346,7,0.22219924
Lhav_v2_contig_28073,402,47,1.284081035
Lhav_v2_contig_28074,277,548,21.72808324
Lhav_v2_contig_28075,1181,728,6.770209513
Lhav_v2_contig_28076,287,12,0.459219135
Lhav_v2_contig_28077,406,122,3.300307635
Lhav_v2_contig_28078,426,0,0
Lhav_v2_contig_28079,443,248,6.148491566
Lhav_v2_contig_2808,1705,265,1.707033789
Lhav_v2_contig_28080,422,2,0.05205209
Lhav_v2_contig_28081,210,413,21.59988227
Lhav_v2_contig_28082,513,382,8.178367554
Lhav_v2_contig_28083,308,11,0.392249678
Lhav_v2_contig_28084,462,35,0.832044771
Lhav_v2_contig_28085,814,1704,22.99142093
Lhav_v2_contig_28086,245,142,6.365651916
Lhav_v2_contig_28087,215,56,2.860686023
Lhav_v2_contig_28088,333,7,0.230873684
Lhav_v2_contig_28089,242,35,1.588449109
Lhav_v2_contig_2809,1708,3031,19.49030777
Lhav_v2_contig_28090,1006,1142,12.46776909
Lhav_v2_contig_28091,280,12,0.470699614
Lhav_v2_contig_28092,339,13,0.421176645
Lhav_v2_contig_28093,282,6,0.233680659
Lhav_v2_contig_28094,885,121,1.501629276
Lhav_v2_contig_28095,422,323,8.406412529
Lhav_v2_contig_28096,399,438,12.05651642
Lhav_v2_contig_28097,395,1711,47.57442423
Lhav_v2_contig_28098,1851,1517,9.001187099
Lhav_v2_contig_28099,1179,685,6.381127076
Lhav_v2_contig_281,1255,189897,1661.862182
Lhav_v2_contig_2810,1524,950,6.846352646
Lhav_v2_contig_28100,213,26,1.340646787
Lhav_v2_contig_28101,354,66,2.047676285
Lhav_v2_contig_28102,1010,12,0.130490982
Lhav_v2_contig_28103,572,210,4.032216969
Lhav_v2_contig_28104,1544,183,1.301740512
Lhav_v2_contig_28105,670,105,1.721215005
Lhav_v2_contig_28106,251,229,10.02033839
Lhav_v2_contig_28107,289,62,2.356212598
Lhav_v2_contig_28108,436,810,20.40418049
Lhav_v2_contig_28109,1324,446,3.699708443
Lhav_v2_contig_2811,2926,9792,36.75510858
Lhav_v2_contig_28110,217,397,20.09330608
Lhav_v2_contig_28111,303,56,2.02985972
Lhav_v2_contig_28112,433,84,2.130649521
Lhav_v2_contig_28113,552,581,11.55999594
Lhav_v2_contig_28114,523,457,9.59699212
Lhav_v2_contig_28115,284,288,11.137681
Lhav_v2_contig_28116,476,175,4.037864332
Lhav_v2_contig_28117,212,0,0
Lhav_v2_contig_28118,328,68,2.276961545
Lhav_v2_contig_28119,714,30,0.461470209
Lhav_v2_contig_2812,292,0,0
Lhav_v2_contig_28120,516,474,10.0890266
Lhav_v2_contig_28121,469,99,2.318371231
Lhav_v2_contig_28122,1012,721,7.824838437
Lhav_v2_contig_28123,585,15,0.281615153
Lhav_v2_contig_28124,278,144,5.6890313
Lhav_v2_contig_28125,377,32,0.932243266
Lhav_v2_contig_28126,302,122,4.436837417
Lhav_v2_contig_28127,1422,99,0.764638613
Lhav_v2_contig_28128,1042,467,4.922319375
Lhav_v2_contig_28129,225,24,1.171519038
Lhav_v2_contig_2813,292,377,14.18009452
Lhav_v2_contig_28130,262,397,16.64216573
Lhav_v2_contig_28131,1319,1069,8.901302017
Lhav_v2_contig_28132,319,384,13.22090451
Lhav_v2_contig_28133,392,153,4.286728623
Lhav_v2_contig_28134,424,39,1.010227944
Lhav_v2_contig_28135,292,48,1.805423175
Lhav_v2_contig_28136,1551,77,0.545254871
Lhav_v2_contig_28137,200,20,1.098299098
Lhav_v2_contig_28138,318,29,1.001593517
Lhav_v2_contig_28139,408,56,1.507469351
Lhav_v2_contig_2814,2289,4057,19.46613998
Lhav_v2_contig_28140,338,54,1.754679033
Lhav_v2_contig_28141,238,39,1.799733816
Lhav_v2_contig_28142,376,250,7.3025206
Lhav_v2_contig_28143,513,15,0.321140087
Lhav_v2_contig_28144,986,30,0.334168083
Lhav_v2_contig_28145,758,521,7.548995121
Lhav_v2_contig_28146,254,8,0.345920976
Lhav_v2_contig_28147,393,860,24.03402607
Lhav_v2_contig_28148,985,555,6.188385782
Lhav_v2_contig_28149,201,28,1.529968893
Lhav_v2_contig_2815,1307,91,0.764691798
Lhav_v2_contig_28150,2532,773,3.353022128
Lhav_v2_contig_28151,300,576,21.08734269
Lhav_v2_contig_28152,427,24,0.617310969
Lhav_v2_contig_28153,411,1358,36.28929867
Lhav_v2_contig_28154,922,371,4.419403096
Lhav_v2_contig_28155,364,209,6.306167899
Lhav_v2_contig_28156,1800,196,1.195925685
Lhav_v2_contig_28157,385,14,0.39938149
Lhav_v2_contig_28158,365,112,3.37012326
Lhav_v2_contig_28159,428,141,3.618228338
Lhav_v2_contig_2816,2871,4254,16.27364808
Lhav_v2_contig_28160,406,283,7.655631645
Lhav_v2_contig_28161,550,99,1.976938377
Lhav_v2_contig_28162,1516,107,0.77518472
Lhav_v2_contig_28163,200,532,29.21475601
Lhav_v2_contig_28164,213,285,14.69555131
Lhav_v2_contig_28165,320,132,4.53048378
Lhav_v2_contig_28166,745,198,2.918969415
Lhav_v2_contig_28167,509,197,4.250784329
Lhav_v2_contig_28168,742,85,1.258159344
Lhav_v2_contig_28169,290,12,0.454468592
Lhav_v2_contig_2817,607,597,10.80205209
Lhav_v2_contig_28170,1550,28,0.198402418
Lhav_v2_contig_28171,320,42,1.441517566
Lhav_v2_contig_28172,320,71,2.436851124
Lhav_v2_contig_28173,773,185,2.628529537
Lhav_v2_contig_28174,222,0,0
Lhav_v2_contig_28175,1252,897,7.868804242
Lhav_v2_contig_28176,337,340,11.08076242
Lhav_v2_contig_28177,630,152,2.649864491
Lhav_v2_contig_28178,211,868,45.18121409
Lhav_v2_contig_28179,1016,86,0.929662623
Lhav_v2_contig_2818,1945,2256,12.73914018
Lhav_v2_contig_28180,417,262,6.900584262
Lhav_v2_contig_28181,762,13,0.187373862
Lhav_v2_contig_28182,197,4,0.223004893
Lhav_v2_contig_28183,621,75,1.326448186
Lhav_v2_contig_28184,424,45,1.165647628
Lhav_v2_contig_28185,1007,37,0.403545845
Lhav_v2_contig_28186,701,95,1.488422458
Lhav_v2_contig_28187,248,18,0.797152571
Lhav_v2_contig_28188,549,40,0.800217922
Lhav_v2_contig_28189,215,2,0.102167358
Lhav_v2_contig_2819,3557,3338,10.30678209
Lhav_v2_contig_28190,427,208,5.350028394
Lhav_v2_contig_28191,898,374,4.574207826
Lhav_v2_contig_28192,455,148,3.572489374
Lhav_v2_contig_28193,205,74,3.964591867
Lhav_v2_contig_28194,727,686,10.36359259
Lhav_v2_contig_28195,594,106,1.959927684
Lhav_v2_contig_28196,368,470,14.02718957
Lhav_v2_contig_28197,1529,10,0.071831203
Lhav_v2_contig_28198,972,86,0.971746116
Lhav_v2_contig_28199,313,162,5.684487345
Lhav_v2_contig_282,3167,12897,44.726124
Lhav_v2_contig_2820,960,2057,23.5333463
Lhav_v2_contig_28200,1658,259,1.715678326
Lhav_v2_contig_28201,252,10,0.435832975
Lhav_v2_contig_28202,208,28,1.478479555
Lhav_v2_contig_28203,354,73,2.264854073
Lhav_v2_contig_28204,370,36,1.068615339
Lhav_v2_contig_28205,1870,4,0.023493029
Lhav_v2_contig_28206,1503,24,0.175377102
Lhav_v2_contig_28207,211,57,2.966969128
Lhav_v2_contig_28208,473,194,4.504651693
Lhav_v2_contig_28209,585,102,1.914983043
Lhav_v2_contig_2821,2416,1790,8.137232557
Lhav_v2_contig_28210,394,93,2.592431882
Lhav_v2_contig_28211,312,145,5.104274655
Lhav_v2_contig_28212,2180,2672,13.46172106
Lhav_v2_contig_28213,1283,624,5.341688521
Lhav_v2_contig_28214,294,8,0.298856897
Lhav_v2_contig_28215,546,1899,38.19908402
Lhav_v2_contig_28216,1799,115,0.702081136
Lhav_v2_contig_28217,536,131,2.684275781
Lhav_v2_contig_28218,928,176,2.082981048
Lhav_v2_contig_28219,299,54,1.983550211
Lhav_v2_contig_2822,2213,26942,133.7115875
Lhav_v2_contig_28220,206,79,4.211923726
Lhav_v2_contig_28221,231,9,0.42790874
Lhav_v2_contig_28222,302,55,2.000213589
Lhav_v2_contig_28223,209,51,2.68006
Lhav_v2_contig_28224,237,167,7.739069595
Lhav_v2_contig_28225,727,24,0.362574668
Lhav_v2_contig_28226,515,32,0.682438275
Lhav_v2_contig_28227,1080,77,0.783046579
Lhav_v2_contig_28228,383,1,0.028676217
Lhav_v2_contig_28229,897,38,0.46527721
Lhav_v2_contig_2823,698,354,5.570170212
Lhav_v2_contig_28230,1352,15,0.121852711
Lhav_v2_contig_28231,237,198,9.175663352
Lhav_v2_contig_28232,2357,314,1.463156202
Lhav_v2_contig_28233,680,1488,24.0333685
Lhav_v2_contig_28234,1511,443,3.220029785
Lhav_v2_contig_28235,632,147,2.554588092
Lhav_v2_contig_28236,291,53,2.000338564
Lhav_v2_contig_28237,250,177,7.775957615
Lhav_v2_contig_28238,346,55,1.745851168
Lhav_v2_contig_28239,490,2,0.044828535
Lhav_v2_contig_2824,643,8,0.136646855
Lhav_v2_contig_28240,1425,16,0.123317793
Lhav_v2_contig_28241,842,231,3.013148357
Lhav_v2_contig_28242,274,105,4.208810413
Lhav_v2_contig_28243,275,151,6.030660503
Lhav_v2_contig_28244,806,0,0
Lhav_v2_contig_28245,404,147,3.996286323
Lhav_v2_contig_28246,1080,203,2.064395527
Lhav_v2_contig_28247,593,220,4.074634091
Lhav_v2_contig_28248,319,18,0.619729899
Lhav_v2_contig_28249,854,415,5.337167749
Lhav_v2_contig_2825,879,30280,378.3446723
Lhav_v2_contig_28250,386,161,4.580988467
Lhav_v2_contig_28251,200,218,11.97146017
Lhav_v2_contig_28252,375,8,0.234303808
Lhav_v2_contig_28253,1805,2124,12.92402928
Lhav_v2_contig_28254,241,4,0.182290307
Lhav_v2_contig_28255,251,4,0.175027745
Lhav_v2_contig_28256,1763,273,1.700712727
Lhav_v2_contig_28257,1235,9222,82.01226141
Lhav_v2_contig_28258,560,122,2.392723035
Lhav_v2_contig_28259,412,17,0.453181667
Lhav_v2_contig_2826,513,314,6.722532492
Lhav_v2_contig_28260,585,3531,66.29220711
Lhav_v2_contig_28261,667,143,2.354674229
Lhav_v2_contig_28262,1308,142,1.192343058
Lhav_v2_contig_28263,346,0,0
Lhav_v2_contig_28264,692,113,1.79346529
Lhav_v2_contig_28265,1165,171,1.612095672
Lhav_v2_contig_28266,2347,425,1.988824528
Lhav_v2_contig_28267,710,39,0.603291054
Lhav_v2_contig_28268,735,73,1.090827676
Lhav_v2_contig_28269,310,33,1.169157105
Lhav_v2_contig_2827,2758,6366,25.35087766
Lhav_v2_contig_28270,1200,293,2.681680298
Lhav_v2_contig_28271,363,207,6.263027916
Lhav_v2_contig_28272,256,25,1.072557713
Lhav_v2_contig_28273,430,0,0
Lhav_v2_contig_28274,258,57,2.426474752
Lhav_v2_contig_28275,948,222,2.571966243
Lhav_v2_contig_28276,225,125,6.101661657
Lhav_v2_contig_28277,628,83,1.451573649
Lhav_v2_contig_28278,277,4,0.158599148
Lhav_v2_contig_28279,2183,1638,8.241016596
Lhav_v2_contig_2828,840,2121,27.73205223
Lhav_v2_contig_28280,424,151,3.911395373
Lhav_v2_contig_28281,208,59,3.115367634
Lhav_v2_contig_28282,338,0,0
Lhav_v2_contig_28283,330,32,1.065017307
Lhav_v2_contig_28284,476,90,2.076615942
Lhav_v2_contig_28285,942,221,2.576688967
Lhav_v2_contig_28286,210,317,16.57908639
Lhav_v2_contig_28287,805,63,0.859538425
Lhav_v2_contig_28288,339,276,8.941904163
Lhav_v2_contig_28289,280,19,0.745274388
Lhav_v2_contig_2829,2086,5549,29.21601964
Lhav_v2_contig_28290,244,3351,150.836077
Lhav_v2_contig_28291,539,4,0.081506427
Lhav_v2_contig_28292,1828,0,0
Lhav_v2_contig_28293,1007,54,0.588958801
Lhav_v2_contig_28294,684,97,1.557529423
Lhav_v2_contig_28295,307,56,2.003412036
Lhav_v2_contig_28296,219,32,1.6048206
Lhav_v2_contig_28297,1636,381,2.557774795
Lhav_v2_contig_28298,298,39,1.437371303
Lhav_v2_contig_28299,273,227,9.132377117
Lhav_v2_contig_283,1415,25086,194.7132945
Lhav_v2_contig_2830,225,347,16.93821276
Lhav_v2_contig_28300,227,1,0.04838322
Lhav_v2_contig_28301,301,232,8.465295375
Lhav_v2_contig_28302,442,161,4.000591738
Lhav_v2_contig_28303,349,173,5.444290659
Lhav_v2_contig_28304,334,14,0.460364891
Lhav_v2_contig_28305,786,29,0.405224858
Lhav_v2_contig_28306,876,49,0.614345386
Lhav_v2_contig_28307,287,0,0
Lhav_v2_contig_28308,990,305,3.383648737
Lhav_v2_contig_28309,555,136,2.69132752
Lhav_v2_contig_2831,225,0,0
Lhav_v2_contig_28310,917,2,0.023954179
Lhav_v2_contig_28311,2016,357,1.944904653
Lhav_v2_contig_28312,364,23,0.693980199
Lhav_v2_contig_28313,1001,2154,23.63372885
Lhav_v2_contig_28314,1333,144,1.186459641
Lhav_v2_contig_28315,1378,140,1.115833627
Lhav_v2_contig_28316,347,16,0.506420333
Lhav_v2_contig_28317,215,465,23.75391073
Lhav_v2_contig_28318,733,74,1.10878763
Lhav_v2_contig_28319,1920,332,1.899142191
Lhav_v2_contig_2832,925,466,5.533052754
Lhav_v2_contig_28320,1203,129,1.177727213
Lhav_v2_contig_28321,309,0,0
Lhav_v2_contig_28322,589,74,1.379866439
Lhav_v2_contig_28323,1825,78,0.469410026
Lhav_v2_contig_28324,424,93,2.409005098
Lhav_v2_contig_28325,1228,305,2.727860138
Lhav_v2_contig_28326,1935,1239,7.032519807
Lhav_v2_contig_28327,316,2,0.069512601
Lhav_v2_contig_28328,367,45,1.346688268
Lhav_v2_contig_28329,484,45,1.021145856
Lhav_v2_contig_2833,871,0,0
