Contig ID,Size,Lhav_ech1,Lhav F RPKM
Lhav_v2_contig_44023,314,8,0.279821426
Lhav_v2_contig_44024,471,42,0.979374992
Lhav_v2_contig_44025,234,3,0.140807577
Lhav_v2_contig_44026,392,37,1.036659863
Lhav_v2_contig_44027,244,18,0.810220646
Lhav_v2_contig_44028,411,24,0.641342539
Lhav_v2_contig_44029,304,44,1.589643432
Lhav_v2_contig_4403,434,3280,83.00509314
Lhav_v2_contig_44030,145,9,0.681702889
Lhav_v2_contig_44031,263,0,0
Lhav_v2_contig_44032,740,0,0
Lhav_v2_contig_44033,317,4,0.138586637
Lhav_v2_contig_44034,290,2,0.075744765
Lhav_v2_contig_44035,691,1,0.015894343
Lhav_v2_contig_44036,208,48,2.534536381
Lhav_v2_contig_44037,708,56,0.868711151
Lhav_v2_contig_44038,954,69,0.794367272
Lhav_v2_contig_44039,587,18,0.336786776
Lhav_v2_contig_4404,1155,13055,124.1410799
Lhav_v2_contig_44040,641,44,0.753902657
Lhav_v2_contig_44041,380,19,0.549149549
Lhav_v2_contig_44042,342,106,3.404084924
Lhav_v2_contig_44043,254,8,0.345920976
Lhav_v2_contig_44044,427,12,0.308655484
Lhav_v2_contig_44045,761,64,0.923668098
Lhav_v2_contig_44046,453,11,0.266695145
Lhav_v2_contig_44047,474,33,0.764638613
Lhav_v2_contig_44048,233,2,0.094274601
Lhav_v2_contig_44049,490,0,0
Lhav_v2_contig_4405,2014,5978,32.59996032
Lhav_v2_contig_44050,729,81,1.220332331
Lhav_v2_contig_44051,335,0,0
Lhav_v2_contig_44052,283,11,0.42690071
Lhav_v2_contig_44053,1061,10,0.103515466
Lhav_v2_contig_44054,274,22,0.881845991
Lhav_v2_contig_44055,305,224,8.066196656
Lhav_v2_contig_44056,244,39,1.755478067
Lhav_v2_contig_44057,247,1,0.044465551
Lhav_v2_contig_44058,687,94,1.502767325
Lhav_v2_contig_44059,275,19,0.758824832
Lhav_v2_contig_4406,341,296,9.533622671
Lhav_v2_contig_44060,215,65,3.320439134
Lhav_v2_contig_44061,387,48,1.36223144
Lhav_v2_contig_44062,465,28,0.661341392
Lhav_v2_contig_44063,895,132,1.619837776
Lhav_v2_contig_44064,548,5,0.100209772
Lhav_v2_contig_44065,478,18,0.413585434
Lhav_v2_contig_44066,310,50,1.771450158
Lhav_v2_contig_44067,228,0,0
Lhav_v2_contig_44068,332,10,0.330812981
Lhav_v2_contig_44069,563,124,2.418989133
Lhav_v2_contig_4407,283,1570,60.930374
Lhav_v2_contig_44070,217,103,5.213124752
Lhav_v2_contig_44071,324,22,0.745758647
Lhav_v2_contig_44072,327,6,0.20152277
Lhav_v2_contig_44073,348,5,0.157801595
Lhav_v2_contig_44074,213,56,2.887546925
Lhav_v2_contig_44075,646,127,2.159194822
Lhav_v2_contig_44076,489,36,0.808563753
Lhav_v2_contig_44077,777,110,1.554863588
Lhav_v2_contig_44078,328,0,0
Lhav_v2_contig_44079,489,25,0.561502606
Lhav_v2_contig_4408,1128,2393,23.29990906
Lhav_v2_contig_44080,384,23,0.657835397
Lhav_v2_contig_44081,279,7,0.275558914
Lhav_v2_contig_44082,264,3,0.124806716
Lhav_v2_contig_44083,719,214,3.268929166
Lhav_v2_contig_44084,1179,315,2.934386904
Lhav_v2_contig_44085,228,32,1.541472419
Lhav_v2_contig_44086,739,144,2.140122735
Lhav_v2_contig_44087,296,18,0.667884587
Lhav_v2_contig_44088,265,19,0.787459731
Lhav_v2_contig_44089,629,113,1.973096949
Lhav_v2_contig_4409,3892,13047,36.81785286
Lhav_v2_contig_44090,266,2,0.08257888
Lhav_v2_contig_44091,1122,0,0
Lhav_v2_contig_44092,583,120,2.260649945
Lhav_v2_contig_44093,522,481,10.12034227
Lhav_v2_contig_44094,330,15,0.499226863
Lhav_v2_contig_44095,352,189,5.897117317
Lhav_v2_contig_44096,341,0,0
Lhav_v2_contig_44097,508,114,2.464686953
Lhav_v2_contig_44098,452,11,0.267285179
Lhav_v2_contig_44099,216,28,1.423721053
Lhav_v2_contig_441,1060,1342,13.90488104
Lhav_v2_contig_4410,790,78,1.084396578
Lhav_v2_contig_44100,279,10,0.393655591
Lhav_v2_contig_44101,239,4,0.183815749
Lhav_v2_contig_44102,266,7,0.289026078
Lhav_v2_contig_44103,495,0,0
Lhav_v2_contig_44104,436,62,1.56180147
Lhav_v2_contig_44105,321,0,0
Lhav_v2_contig_44106,292,11,0.413742811
Lhav_v2_contig_44107,825,2,0.026625433
Lhav_v2_contig_44108,331,3,0.099543725
Lhav_v2_contig_44109,495,167,3.705372715
Lhav_v2_contig_4411,318,110,3.799147824
Lhav_v2_contig_44110,349,27,0.849686981
Lhav_v2_contig_44111,204,20,1.076763822
Lhav_v2_contig_44112,211,0,0
Lhav_v2_contig_44113,293,12,0.44981533
Lhav_v2_contig_44114,247,53,2.356674178
Lhav_v2_contig_44115,507,16,0.346603266
Lhav_v2_contig_44116,297,181,6.693337939
Lhav_v2_contig_44117,300,5,0.18304985
Lhav_v2_contig_44118,258,9,0.383127592
Lhav_v2_contig_44119,410,86,2.303749328
Lhav_v2_contig_4412,393,365,10.20048781
Lhav_v2_contig_44120,231,4,0.190181662
Lhav_v2_contig_44121,1477,10,0.074360129
Lhav_v2_contig_44122,232,16,0.757447654
Lhav_v2_contig_44123,698,22,0.34616877
Lhav_v2_contig_44124,557,23,0.453516683
Lhav_v2_contig_44125,840,2,0.026149979
Lhav_v2_contig_44126,1074,18,0.184072475
Lhav_v2_contig_44127,257,51,2.179504047
Lhav_v2_contig_44128,484,40,0.907685205
Lhav_v2_contig_44129,314,117,4.09238836
Lhav_v2_contig_4413,805,9148,124.8104367
Lhav_v2_contig_44130,305,31,1.116304001
Lhav_v2_contig_44131,468,25,0.586698236
Lhav_v2_contig_44132,232,4,0.189361913
Lhav_v2_contig_44133,392,0,0
Lhav_v2_contig_44134,391,7,0.196626437
Lhav_v2_contig_44135,550,121,2.416258016
Lhav_v2_contig_44136,282,22,0.856829084
Lhav_v2_contig_44137,1913,160,0.918598305
Lhav_v2_contig_44138,627,22,0.385368105
Lhav_v2_contig_44139,729,77,1.160069006
Lhav_v2_contig_4414,2365,1977,9.181130305
Lhav_v2_contig_44140,222,27,1.335769174
Lhav_v2_contig_44141,216,11,0.559318985
Lhav_v2_contig_44142,207,2,0.106115855
Lhav_v2_contig_44143,617,46,0.818829149
Lhav_v2_contig_44144,827,42,0.557781888
Lhav_v2_contig_44145,301,19,0.693278501
Lhav_v2_contig_44146,808,226,3.071975201
Lhav_v2_contig_44147,285,17,0.655125778
Lhav_v2_contig_44148,644,81289,1386.329742
Lhav_v2_contig_44149,200,15920,874.2460822
Lhav_v2_contig_4415,4864,17979,40.59687395
Lhav_v2_contig_44150,1333,29,0.238939789
Lhav_v2_contig_44151,450,45,1.098299098
Lhav_v2_contig_44152,525,50,1.045999141
Lhav_v2_contig_44153,246,41,1.830498497
Lhav_v2_contig_44154,427,200,5.144258071
Lhav_v2_contig_44155,279,20,0.787311182
Lhav_v2_contig_44156,347,0,0
Lhav_v2_contig_44157,314,522,18.25834807
Lhav_v2_contig_44158,300,38,1.391178858
Lhav_v2_contig_44159,374,190,5.579594349
Lhav_v2_contig_4416,2045,10114,54.31881212
Lhav_v2_contig_44160,426,4,0.103126676
Lhav_v2_contig_44161,243,8,0.36157995
Lhav_v2_contig_44162,500,47,1.032401152
Lhav_v2_contig_44163,381,7,0.201787236
Lhav_v2_contig_44164,558,81,1.594305143
Lhav_v2_contig_44165,225,28,1.366772211
Lhav_v2_contig_44166,348,29,0.915249249
Lhav_v2_contig_44167,752,30,0.438151236
Lhav_v2_contig_44168,232,27,1.278192916
Lhav_v2_contig_44169,253,6,0.260466189
Lhav_v2_contig_4417,1568,486,3.404166848
Lhav_v2_contig_44170,457,39,0.937279318
Lhav_v2_contig_44171,516,18,0.383127592
Lhav_v2_contig_44172,224,9,0.441280888
Lhav_v2_contig_44173,720,68,1.037282482
Lhav_v2_contig_44174,248,10,0.44286254
Lhav_v2_contig_44175,356,75,2.31383237
Lhav_v2_contig_44176,290,20,0.757447654
Lhav_v2_contig_44177,285,10,0.385368105
Lhav_v2_contig_44178,287,184,7.041360072
Lhav_v2_contig_44179,480,49,1.121180329
Lhav_v2_contig_4418,4704,12294,28.70427108
Lhav_v2_contig_44180,453,37,0.897065489
Lhav_v2_contig_44181,605,124,2.251059309
Lhav_v2_contig_44182,819,38,0.509589325
Lhav_v2_contig_44183,388,2,0.056613356
Lhav_v2_contig_44184,525,31,0.648519468
Lhav_v2_contig_44185,455,3,0.072415325
Lhav_v2_contig_44186,578,0,0
Lhav_v2_contig_44187,568,166,3.209817787
Lhav_v2_contig_44188,313,66,2.315902252
Lhav_v2_contig_44189,301,328,11.96817622
Lhav_v2_contig_4419,2043,6866,36.91102109
Lhav_v2_contig_44190,258,23,0.979103847
Lhav_v2_contig_44191,290,25,0.946809567
Lhav_v2_contig_44192,530,2,0.041445249
Lhav_v2_contig_44193,308,4,0.142636247
Lhav_v2_contig_44194,786,657,9.180439027
Lhav_v2_contig_44195,672,568,9.283242378
Lhav_v2_contig_44196,253,146,6.338010606
Lhav_v2_contig_44197,320,18,0.617793243
Lhav_v2_contig_44198,290,0,0
Lhav_v2_contig_44199,440,8,0.199690745
Lhav_v2_contig_442,955,1522,17.50378249
Lhav_v2_contig_4420,1634,5576,37.47928869
Lhav_v2_contig_44200,496,0,0
Lhav_v2_contig_44201,240,80,3.660996994
Lhav_v2_contig_44202,817,51,0.685596744
Lhav_v2_contig_44203,213,98,5.053207119
Lhav_v2_contig_44204,414,29,0.769339948
Lhav_v2_contig_44205,315,166,5.787861915
Lhav_v2_contig_44206,498,74,1.632010708
Lhav_v2_contig_44207,393,14,0.391251587
Lhav_v2_contig_44208,286,30,1.152061991
Lhav_v2_contig_44209,408,6,0.161514573
Lhav_v2_contig_4421,1321,145,1.205551622
Lhav_v2_contig_44210,501,5,0.109610688
Lhav_v2_contig_44211,429,3,0.076804133
Lhav_v2_contig_44212,371,47,1.391376216
Lhav_v2_contig_44213,430,72,1.839012444
Lhav_v2_contig_44214,488,18,0.405110323
Lhav_v2_contig_44215,928,107,1.266357796
Lhav_v2_contig_44216,353,0,0
Lhav_v2_contig_44217,433,175,4.438853168
Lhav_v2_contig_44218,986,34,0.378723827
Lhav_v2_contig_44219,215,0,0
Lhav_v2_contig_4422,848,18960,245.5631003
Lhav_v2_contig_44220,454,97,2.346586179
Lhav_v2_contig_44221,243,107,4.836131832
Lhav_v2_contig_44222,251,22,0.962652596
Lhav_v2_contig_44223,531,61,1.261699529
Lhav_v2_contig_44224,465,24,0.566864051
Lhav_v2_contig_44225,915,3,0.036009806
Lhav_v2_contig_44226,213,5,0.25781669
Lhav_v2_contig_44227,452,2,0.048597305
Lhav_v2_contig_44228,841,50,0.652972115
Lhav_v2_contig_44229,276,0,0
Lhav_v2_contig_4423,2140,3850,19.75911929
Lhav_v2_contig_44230,550,8,0.159752596
Lhav_v2_contig_44231,618,108,1.919357647
Lhav_v2_contig_44232,769,16,0.228514767
Lhav_v2_contig_44233,244,21,0.945257421
Lhav_v2_contig_44234,219,10,0.501506438
Lhav_v2_contig_44235,667,120,1.975950402
Lhav_v2_contig_44236,832,82,1.082458246
Lhav_v2_contig_44237,525,100,2.091998282
Lhav_v2_contig_44238,321,6,0.205289551
Lhav_v2_contig_44239,352,0,0
Lhav_v2_contig_4424,1450,8365,63.36049625
Lhav_v2_contig_44240,397,16,0.442639435
Lhav_v2_contig_44241,303,20,0.7249499
Lhav_v2_contig_44242,539,199,4.054944723
Lhav_v2_contig_44243,300,55,2.013548347
Lhav_v2_contig_44244,750,121,1.771922545
Lhav_v2_contig_44245,533,12,0.247271842
Lhav_v2_contig_44246,345,19,0.604860373
Lhav_v2_contig_44247,478,0,0
Lhav_v2_contig_44248,485,55,1.245493823
Lhav_v2_contig_44249,802,4,0.05477801
Lhav_v2_contig_4425,2135,7153,36.79687798
Lhav_v2_contig_44250,305,4,0.144039226
Lhav_v2_contig_44251,262,22,0.922235884
Lhav_v2_contig_44252,204,15,0.807572866
Lhav_v2_contig_44253,484,49,1.111914376
Lhav_v2_contig_44254,288,27,1.029655405
Lhav_v2_contig_44255,1100,12,0.119814447
Lhav_v2_contig_44256,759,148,2.14161089
Lhav_v2_contig_44257,466,92,2.168315816
Lhav_v2_contig_44258,282,10,0.389467765
Lhav_v2_contig_44259,357,4,0.123058722
Lhav_v2_contig_4426,2846,2662,10.27291707
Lhav_v2_contig_44260,268,43,1.762196314
Lhav_v2_contig_44261,200,6,0.329489729
Lhav_v2_contig_44262,324,110,3.728793235
Lhav_v2_contig_44263,347,98,3.101824543
Lhav_v2_contig_44264,344,5,0.159636497
Lhav_v2_contig_44265,363,22,0.665635817
Lhav_v2_contig_44266,615,39,0.696482355
Lhav_v2_contig_44267,338,30,0.974821685
Lhav_v2_contig_44268,239,2,0.091907874
Lhav_v2_contig_44269,443,72,1.785045938
Lhav_v2_contig_4427,1622,3884,26.29959123
Lhav_v2_contig_44270,265,5,0.207226245
Lhav_v2_contig_44271,1165,5,0.0471373
Lhav_v2_contig_44272,276,17,0.676488575
Lhav_v2_contig_44273,252,16,0.697332761
Lhav_v2_contig_44274,505,18,0.391472946
Lhav_v2_contig_44275,407,12,0.32382283
Lhav_v2_contig_44276,222,32,1.583133835
Lhav_v2_contig_44277,218,3,0.151142078
Lhav_v2_contig_44278,249,8,0.35286718
Lhav_v2_contig_44279,341,6,0.193249108
Lhav_v2_contig_4428,2385,3709,17.08004761
Lhav_v2_contig_44280,714,69,1.061381481
Lhav_v2_contig_44281,277,0,0
Lhav_v2_contig_44282,317,11,0.381113252
Lhav_v2_contig_44283,426,6,0.154690014
Lhav_v2_contig_44284,236,23,1.07037624
Lhav_v2_contig_44285,1154,98,0.932697674
Lhav_v2_contig_44286,563,27,0.526715376
Lhav_v2_contig_44287,863,104,1.323558589
Lhav_v2_contig_44288,535,25,0.513223878
Lhav_v2_contig_44289,541,3,0.060903832
Lhav_v2_contig_4429,1911,6888,39.58704442
Lhav_v2_contig_44290,298,2,0.073711349
Lhav_v2_contig_44291,419,16,0.419398224
Lhav_v2_contig_44292,523,131,2.750997741
Lhav_v2_contig_44293,766,33,0.473157575
Lhav_v2_contig_44294,424,9,0.233129526
Lhav_v2_contig_44295,249,5,0.220541988
Lhav_v2_contig_44296,512,357,7.658062072
Lhav_v2_contig_44297,586,20,0.374846109
Lhav_v2_contig_44298,353,35,1.088965112
Lhav_v2_contig_44299,287,10,0.382682613
Lhav_v2_contig_443,2517,2365,10.31973527
Lhav_v2_contig_4430,781,4588,64.5197985
Lhav_v2_contig_44300,261,20,0.841608504
Lhav_v2_contig_44301,249,37,1.632010708
Lhav_v2_contig_44302,339,41,1.328326343
Lhav_v2_contig_44303,225,9,0.439319639
Lhav_v2_contig_44304,270,0,0
Lhav_v2_contig_44305,314,3,0.104933035
Lhav_v2_contig_44306,225,11,0.536946226
Lhav_v2_contig_44307,483,0,0
Lhav_v2_contig_44308,218,0,0
Lhav_v2_contig_44309,227,24,1.161197284
Lhav_v2_contig_4431,7343,15167,22.68541798
Lhav_v2_contig_44310,225,23,1.122705745
Lhav_v2_contig_44311,1505,8,0.058381347
Lhav_v2_contig_44312,524,18,0.377278316
Lhav_v2_contig_44313,257,65,2.777799276
Lhav_v2_contig_44314,1169,118,1.10863382
Lhav_v2_contig_44315,443,108,2.677568908
Lhav_v2_contig_44316,261,31,1.304493182
Lhav_v2_contig_44317,214,0,0
Lhav_v2_contig_44318,652,291,4.901917754
Lhav_v2_contig_44319,619,17,0.301633032
Lhav_v2_contig_4432,2776,11663,46.14359648
Lhav_v2_contig_44320,238,23,1.061381481
Lhav_v2_contig_44321,355,72,2.227536199
Lhav_v2_contig_44322,288,5,0.190676927
Lhav_v2_contig_44323,458,21,0.503586923
Lhav_v2_contig_44324,894,51,0.626546465
Lhav_v2_contig_44325,943,13,0.151409208
Lhav_v2_contig_44326,725,78,1.18161834
Lhav_v2_contig_44327,255,52,2.239668749
Lhav_v2_contig_44328,209,122,6.411123923
Lhav_v2_contig_44329,480,22,0.503387087
Lhav_v2_contig_4433,1816,415,2.509879547
Lhav_v2_contig_44330,293,20,0.749692217
Lhav_v2_contig_44331,224,13,0.637405727
Lhav_v2_contig_44332,657,54,0.902711588
Lhav_v2_contig_44333,268,32,1.311401908
Lhav_v2_contig_44334,375,0,0
Lhav_v2_contig_44335,267,69,2.83830104
Lhav_v2_contig_44336,282,104,4.050464759
Lhav_v2_contig_44337,1784,30,0.184691552
Lhav_v2_contig_44338,423,1,0.025964518
Lhav_v2_contig_44339,233,12,0.565647604
Lhav_v2_contig_4434,1352,8786,71.37319436
Lhav_v2_contig_44340,213,0,0
Lhav_v2_contig_44341,341,47,1.513784681
Lhav_v2_contig_44342,547,71,1.425580182
Lhav_v2_contig_44343,531,38,0.785976756
Lhav_v2_contig_44344,408,51,1.372873873
Lhav_v2_contig_44345,277,7,0.277548509
Lhav_v2_contig_44346,408,33,0.888330153
Lhav_v2_contig_44347,524,31,0.6497571
Lhav_v2_contig_44348,390,256,7.209347927
Lhav_v2_contig_44349,1391,24,0.189498047
Lhav_v2_contig_4435,1828,1548,9.300694771
Lhav_v2_contig_44350,261,14,0.589125953
Lhav_v2_contig_44351,513,114,2.440664663
Lhav_v2_contig_44352,379,115,3.332569823
Lhav_v2_contig_44353,714,74,1.138293183
Lhav_v2_contig_44354,457,419,10.06974447
Lhav_v2_contig_44355,216,7,0.355930263
Lhav_v2_contig_44356,414,97,2.573309481
Lhav_v2_contig_44357,414,76,2.016201243
Lhav_v2_contig_44358,664,20,0.330812981
Lhav_v2_contig_44359,285,199,7.668825282
Lhav_v2_contig_4436,825,28731,382.4876532
Lhav_v2_contig_44360,313,5,0.17544714
Lhav_v2_contig_44361,655,125,2.095990645
Lhav_v2_contig_44362,269,2,0.081657926
Lhav_v2_contig_44363,562,10,0.195426886
Lhav_v2_contig_44364,678,4,0.064796407
Lhav_v2_contig_44365,237,32,1.482935491
Lhav_v2_contig_44366,442,22,0.54666471
Lhav_v2_contig_44367,892,12,0.147753242
Lhav_v2_contig_44368,931,102,1.203292245
Lhav_v2_contig_44369,375,21,0.615047495
Lhav_v2_contig_4437,2349,3065,14.33072259
Lhav_v2_contig_44370,223,8,0.394008645
Lhav_v2_contig_44371,319,14,0.482012143
Lhav_v2_contig_44372,379,113,3.274612087
Lhav_v2_contig_44373,291,22,0.830329215
Lhav_v2_contig_44374,286,68,2.611340513
Lhav_v2_contig_44375,642,0,0
Lhav_v2_contig_44376,270,2,0.081355489
Lhav_v2_contig_44377,260,16,0.675876368
Lhav_v2_contig_44378,231,1,0.047545416
Lhav_v2_contig_44379,250,19,0.834707315
Lhav_v2_contig_4438,791,5540,76.92259171
Lhav_v2_contig_44380,242,9,0.408458342
Lhav_v2_contig_44381,1278,165,1.417991793
Lhav_v2_contig_44382,298,68,2.506185862
Lhav_v2_contig_44383,652,138,2.324620791
Lhav_v2_contig_44384,242,11,0.499226863
Lhav_v2_contig_44385,1623,366,2.476755822
Lhav_v2_contig_44386,243,2,0.090394988
Lhav_v2_contig_44387,317,20,0.692933185
Lhav_v2_contig_44388,286,12,0.460824796
Lhav_v2_contig_44389,207,23,1.220332331
Lhav_v2_contig_4439,2410,4728,21.54671426
Lhav_v2_contig_44390,720,106,1.616940339
Lhav_v2_contig_44391,1224,26,0.233298828
Lhav_v2_contig_44392,260,1,0.042242273
Lhav_v2_contig_44393,303,1,0.036247495
Lhav_v2_contig_44394,579,62,1.176071573
Lhav_v2_contig_44395,467,26,0.611472731
Lhav_v2_contig_44396,682,58,0.934037356
Lhav_v2_contig_44397,832,165,2.178117202
Lhav_v2_contig_44398,552,93,1.85039522
Lhav_v2_contig_44399,328,24,0.803633487
Lhav_v2_contig_444,583,1032,19.44158953
Lhav_v2_contig_4440,716,540,8.283261355
Lhav_v2_contig_44400,704,5,0.078004197
Lhav_v2_contig_44401,232,74,3.5031954
Lhav_v2_contig_44402,1282,28,0.239878118
Lhav_v2_contig_44403,466,0,0
Lhav_v2_contig_44404,1453,133,1.005325396
Lhav_v2_contig_44405,530,12,0.248671494
Lhav_v2_contig_44406,510,88,1.895104326
Lhav_v2_contig_44407,296,46,1.706816166
Lhav_v2_contig_44408,434,11,0.278370739
Lhav_v2_contig_44409,619,16,0.283889912
Lhav_v2_contig_4441,1339,6269,51.42073971
Lhav_v2_contig_44410,277,304,12.05353523
Lhav_v2_contig_44411,226,7,0.340181137
Lhav_v2_contig_44412,535,60,1.231737306
Lhav_v2_contig_44413,323,0,0
Lhav_v2_contig_44414,218,17,0.856471774
Lhav_v2_contig_44415,313,17,0.596520277
Lhav_v2_contig_44416,355,1,0.030938003
Lhav_v2_contig_44417,277,56,2.220388069
Lhav_v2_contig_44418,441,22,0.547904312
Lhav_v2_contig_44419,406,73,1.974774241
Lhav_v2_contig_4442,3432,2020,6.464347839
Lhav_v2_contig_44420,428,231,5.927735787
Lhav_v2_contig_44421,527,15,0.312608851
Lhav_v2_contig_44422,1253,319,2.796148542
Lhav_v2_contig_44423,756,152,2.208220409
Lhav_v2_contig_44424,247,18,0.80037991
Lhav_v2_contig_44425,322,147,5.013974144
Lhav_v2_contig_44426,398,90,2.483590926
Lhav_v2_contig_44427,272,9,0.36340779
Lhav_v2_contig_44428,367,48,1.436467485
Lhav_v2_contig_44429,417,1,0.026338108
Lhav_v2_contig_4443,992,2352,26.04031733
Lhav_v2_contig_44430,307,3,0.107325645
Lhav_v2_contig_44431,1886,140,0.815280349
Lhav_v2_contig_44432,305,146,5.257431749
Lhav_v2_contig_44433,485,12,0.271744107
Lhav_v2_contig_44434,363,30,0.907685205
Lhav_v2_contig_44435,811,117,1.584475888
Lhav_v2_contig_44436,757,117,1.69750323
Lhav_v2_contig_44437,581,111,2.098299482
Lhav_v2_contig_44438,606,49,0.888063627
Lhav_v2_contig_44439,529,0,0
Lhav_v2_contig_4444,1615,1453,9.881291577
Lhav_v2_contig_44440,235,15,0.701041978
Lhav_v2_contig_44441,1028,303,3.237204541
Lhav_v2_contig_44442,429,20,0.512027552
Lhav_v2_contig_44443,388,31,0.877507011
Lhav_v2_contig_44444,308,27,0.962794664
Lhav_v2_contig_44445,503,70,1.528448049
Lhav_v2_contig_44446,763,44,0.633357278
Lhav_v2_contig_44447,1255,10,0.087513872
Lhav_v2_contig_44448,552,12,0.238760674
Lhav_v2_contig_44449,236,53,2.466519161
Lhav_v2_contig_4445,1770,5719,35.48685052
Lhav_v2_contig_44450,372,86,2.53907856
Lhav_v2_contig_44451,426,8,0.206253352
Lhav_v2_contig_44452,582,0,0
Lhav_v2_contig_44453,523,38,0.797999345
Lhav_v2_contig_44454,305,0,0
Lhav_v2_contig_44455,1530,124,0.890124759
Lhav_v2_contig_44456,474,38,0.880492948
Lhav_v2_contig_44457,222,80,3.957834588
Lhav_v2_contig_44458,293,7,0.262392276
Lhav_v2_contig_44459,246,0,0
Lhav_v2_contig_4446,416,344,9.082088697
Lhav_v2_contig_44460,428,20,0.513223878
Lhav_v2_contig_44461,359,24,0.734238951
Lhav_v2_contig_44462,645,10,0.17027893
Lhav_v2_contig_44463,362,8,0.242718033
Lhav_v2_contig_44464,353,27,0.8400588
Lhav_v2_contig_44465,277,18,0.713696165
Lhav_v2_contig_44466,617,36,0.640822813
Lhav_v2_contig_44467,225,49,2.391851369
Lhav_v2_contig_44468,218,14,0.705329696
Lhav_v2_contig_44469,610,24,0.432117678
Lhav_v2_contig_4447,779,1736,24.47557426
Lhav_v2_contig_44470,415,6,0.158790231
Lhav_v2_contig_44471,282,0,0
Lhav_v2_contig_44472,340,57,1.841266135
Lhav_v2_contig_44473,676,36,0.584893011
Lhav_v2_contig_44474,463,25,0.59303407
Lhav_v2_contig_44475,509,27,0.582594807
Lhav_v2_contig_44476,276,11,0.437727901
Lhav_v2_contig_44477,432,7,0.177965132
Lhav_v2_contig_44478,289,5,0.190017145
Lhav_v2_contig_44479,355,219,6.775422606
Lhav_v2_contig_4448,575,2010,38.3927163
Lhav_v2_contig_44480,227,18,0.870897963
Lhav_v2_contig_44481,309,7,0.248805621
Lhav_v2_contig_44482,585,26,0.488132933
Lhav_v2_contig_44483,293,17,0.637238385
Lhav_v2_contig_44484,1171,190,1.782039527
Lhav_v2_contig_44485,344,32,1.02167358
Lhav_v2_contig_44486,306,23,0.82551893
Lhav_v2_contig_44487,573,15,0.287512853
Lhav_v2_contig_44488,588,122,2.278783843
Lhav_v2_contig_44489,632,69,1.19909237
Lhav_v2_contig_4449,1673,8849,58.09234142
Lhav_v2_contig_44490,492,30,0.669694572
Lhav_v2_contig_44491,321,54,1.84760596
Lhav_v2_contig_44492,307,144,5.151630949
Lhav_v2_contig_44493,204,116,6.245230166
Lhav_v2_contig_44494,942,66,0.769508922
Lhav_v2_contig_44495,226,79,3.839187113
Lhav_v2_contig_44496,367,120,3.591168714
Lhav_v2_contig_44497,390,0,0
Lhav_v2_contig_44498,503,0,0
Lhav_v2_contig_44499,287,29,1.109779577
Lhav_v2_contig_445,1560,6133,43.17864339
Lhav_v2_contig_4450,362,632,19.17472459
Lhav_v2_contig_44500,274,8,0.32067127
Lhav_v2_contig_44501,354,7,0.217177788
Lhav_v2_contig_44502,293,79,2.961284258
Lhav_v2_contig_44503,201,68,3.71563874
Lhav_v2_contig_44504,768,202,2.888755441
Lhav_v2_contig_44505,657,221,3.694430757
Lhav_v2_contig_44506,270,22,0.894910376
Lhav_v2_contig_44507,579,51,0.967413713
Lhav_v2_contig_44508,458,11,0.263783626
Lhav_v2_contig_44509,293,0,0
Lhav_v2_contig_4451,1551,5648,39.99479888
Lhav_v2_contig_44510,272,10,0.403786433
Lhav_v2_contig_44511,569,35,0.67557941
Lhav_v2_contig_44512,610,25,0.450122581
Lhav_v2_contig_44513,312,0,0
Lhav_v2_contig_44514,477,53,1.220332331
Lhav_v2_contig_44515,322,20,0.682173353
Lhav_v2_contig_44516,317,32,1.108693096
Lhav_v2_contig_44517,795,114,1.574919462
Lhav_v2_contig_44518,941,70,0.817013144
Lhav_v2_contig_44519,328,8,0.267877829
Lhav_v2_contig_4452,769,1776,25.36513912
Lhav_v2_contig_44520,483,8,0.181912894
Lhav_v2_contig_44521,213,9,0.464070042
Lhav_v2_contig_44522,344,62,1.979492561
Lhav_v2_contig_44523,399,2,0.055052586
Lhav_v2_contig_44524,224,51,2.500591697
Lhav_v2_contig_44525,330,5,0.166408954
Lhav_v2_contig_44526,410,59,1.58047919
Lhav_v2_contig_44527,502,57,1.247072681
Lhav_v2_contig_44528,481,29,0.662176171
Lhav_v2_contig_44529,297,10,0.369797676
Lhav_v2_contig_4453,1651,3501,23.28979493
Lhav_v2_contig_44530,542,91,1.844007711
Lhav_v2_contig_44531,1026,71,0.76003154
Lhav_v2_contig_44532,716,62,0.951041119
Lhav_v2_contig_44533,391,46,1.292116586
Lhav_v2_contig_44534,249,191,8.424703926
Lhav_v2_contig_44535,271,5,0.20263821
Lhav_v2_contig_44536,234,4,0.187743436
Lhav_v2_contig_44537,221,0,0
Lhav_v2_contig_44538,401,9,0.246501044
Lhav_v2_contig_44539,610,63,1.134308905
Lhav_v2_contig_4454,554,7774,154.1187218
Lhav_v2_contig_44540,226,867,42.13386364
Lhav_v2_contig_44541,992,227,2.513244912
Lhav_v2_contig_44542,915,39,0.468127484
Lhav_v2_contig_44543,237,66,3.058554451
Lhav_v2_contig_44544,237,0,0
Lhav_v2_contig_44545,286,18,0.691237195
Lhav_v2_contig_44546,769,32,0.457029534
Lhav_v2_contig_44547,347,18,0.569722875
Lhav_v2_contig_44548,379,3,0.086936604
Lhav_v2_contig_44549,478,52,1.194802366
