Contig ID,Size,Lmic_ech1,Lmic F ENV RPKM
Lmic_v1_contig_16007,2015,602,3.817889094
Lmic_v1_contig_16008,2290,2322,12.95772028
Lmic_v1_contig_16009,236,323,17.4901038
Lmic_v1_contig_1601,1126,761,8.636705954
Lmic_v1_contig_16010,1257,339,3.446404813
Lmic_v1_contig_16011,1165,855,9.378687319
Lmic_v1_contig_16012,622,738,15.16239634
Lmic_v1_contig_16013,1450,893,7.870191941
Lmic_v1_contig_16014,263,61,2.963984677
Lmic_v1_contig_16015,606,263,5.546065469
Lmic_v1_contig_16016,827,712,11.00211935
Lmic_v1_contig_16017,569,1465,32.90237333
Lmic_v1_contig_16018,1942,752,4.948464769
Lmic_v1_contig_16019,1735,700,5.155851835
Lmic_v1_contig_1602,2264,1232,6.954023483
Lmic_v1_contig_16020,1095,1529,17.84412405
Lmic_v1_contig_16021,1003,129,1.643579232
Lmic_v1_contig_16022,2489,1736,8.913057162
Lmic_v1_contig_16023,296,46,1.985948528
Lmic_v1_contig_16024,313,195,7.96144944
Lmic_v1_contig_16025,1529,1788,14.94382925
Lmic_v1_contig_16026,2123,532,3.202310989
Lmic_v1_contig_16027,687,874,16.25760483
Lmic_v1_contig_16028,1332,339,3.252350488
Lmic_v1_contig_16029,1293,535,5.287582112
Lmic_v1_contig_1603,2334,1135,6.21436671
Lmic_v1_contig_16030,1226,306,3.189575038
Lmic_v1_contig_16031,1890,788,5.328025331
Lmic_v1_contig_16032,2734,1662,7.768450035
Lmic_v1_contig_16033,212,203,12.23663609
Lmic_v1_contig_16034,217,30,1.766702357
Lmic_v1_contig_16035,1957,4610,30.10315171
Lmic_v1_contig_16036,314,659,26.81992964
Lmic_v1_contig_16037,2420,3101,16.3752624
Lmic_v1_contig_16038,2086,1018,6.236419797
Lmic_v1_contig_16039,2881,2046,9.07536788
Lmic_v1_contig_1604,1698,21696,163.2840839
Lmic_v1_contig_16040,1118,1013,11.57895882
Lmic_v1_contig_16041,554,412,9.503625603
Lmic_v1_contig_16042,375,23,0.783787686
Lmic_v1_contig_16043,1367,197,1.841618119
Lmic_v1_contig_16044,417,851,26.07926652
Lmic_v1_contig_16045,987,251,3.249813485
Lmic_v1_contig_16046,554,44,1.014950307
Lmic_v1_contig_16047,1931,1935,12.80561861
Lmic_v1_contig_16048,1093,1392,16.27499789
Lmic_v1_contig_16049,294,215,9.345294611
Lmic_v1_contig_1605,3925,3714,12.09216615
Lmic_v1_contig_16050,538,492,11.68650622
Lmic_v1_contig_16051,2014,635,4.029174963
Lmic_v1_contig_16052,376,113,3.840541533
Lmic_v1_contig_16053,859,961,14.29657778
Lmic_v1_contig_16054,344,227,8.432751105
Lmic_v1_contig_16055,955,504,6.744178129
Lmic_v1_contig_16056,915,521,7.276432364
Lmic_v1_contig_16057,3055,1896,7.931018922
Lmic_v1_contig_16058,733,162,2.824313536
Lmic_v1_contig_16059,657,129,2.509147594
Lmic_v1_contig_1606,2404,800,4.25262797
Lmic_v1_contig_16060,1282,786,7.834952871
Lmic_v1_contig_16061,650,48,0.943690859
Lmic_v1_contig_16062,1437,2604,23.15720175
Lmic_v1_contig_16063,235,237,12.88790575
Lmic_v1_contig_16064,296,128,5.526117643
Lmic_v1_contig_16065,814,396,6.216882348
Lmic_v1_contig_16066,2437,1939,10.16773333
Lmic_v1_contig_16067,1454,486,4.271434296
Lmic_v1_contig_16068,313,15,0.612419188
Lmic_v1_contig_16069,2867,1414,6.302655712
Lmic_v1_contig_1607,995,11575,148.6619368
Lmic_v1_contig_16070,218,1119,65.59571352
Lmic_v1_contig_16071,186,44,3.023024033
Lmic_v1_contig_16072,651,1028,20.17966692
Lmic_v1_contig_16073,201,48,3.051736609
Lmic_v1_contig_16074,458,25,0.697551695
Lmic_v1_contig_16075,2112,1243,7.521060503
Lmic_v1_contig_16076,1543,1621,13.42514411
Lmic_v1_contig_16077,654,2358,46.07527331
Lmic_v1_contig_16078,410,28,0.872722238
Lmic_v1_contig_16079,548,182,4.244169275
Lmic_v1_contig_1608,3021,2461,10.41028828
Lmic_v1_contig_16080,1265,2004,20.24459343
Lmic_v1_contig_16081,1331,433,4.157303285
Lmic_v1_contig_16082,568,1371,30.8454412
Lmic_v1_contig_16083,200,460,29.39203821
Lmic_v1_contig_16084,1976,2536,16.40076767
Lmic_v1_contig_16085,610,888,18.6030862
Lmic_v1_contig_16086,2039,352,2.206110722
Lmic_v1_contig_16087,1061,429,5.167063227
Lmic_v1_contig_16088,2318,1215,6.69830184
Lmic_v1_contig_16089,2317,1108,6.111046582
Lmic_v1_contig_1609,1480,12335,106.507283
Lmic_v1_contig_16090,1849,895,6.185687728
Lmic_v1_contig_16091,1033,1917,23.71502894
Lmic_v1_contig_16092,410,1916,59.71913597
Lmic_v1_contig_16093,1785,297,2.126278249
Lmic_v1_contig_16094,2838,1920,8.645511746
Lmic_v1_contig_16095,1024,2390,29.82632954
Lmic_v1_contig_16096,212,343,20.67569546
Lmic_v1_contig_16097,2325,1839,10.10789309
Lmic_v1_contig_16098,999,397,5.078399778
Lmic_v1_contig_16099,249,10,0.513218757
Lmic_v1_contig_161,1516,287180,2420.788555
Lmic_v1_contig_1610,1612,5885,46.65339974
Lmic_v1_contig_16100,1847,1467,10.14997765
Lmic_v1_contig_16101,470,1056,28.71229635
Lmic_v1_contig_16102,1336,711,6.800878407
Lmic_v1_contig_16103,2958,1416,6.117401022
Lmic_v1_contig_16104,1031,3651,45.25379813
Lmic_v1_contig_16105,1114,552,6.332216491
Lmic_v1_contig_16106,565,1060,23.97503694
Lmic_v1_contig_16107,470,287,7.803436602
Lmic_v1_contig_16108,305,21,0.879875698
Lmic_v1_contig_16109,521,321,7.873524382
Lmic_v1_contig_1611,237,72,3.882272521
Lmic_v1_contig_16110,285,329,14.752068
Lmic_v1_contig_16111,2963,1981,8.543871179
Lmic_v1_contig_16112,434,100,2.944503928
Lmic_v1_contig_16113,363,370,13.02557688
Lmic_v1_contig_16114,362,478,16.87412235
Lmic_v1_contig_16115,3669,2602,9.062780219
Lmic_v1_contig_16116,950,213,2.865219286
Lmic_v1_contig_16117,376,40,1.359483729
Lmic_v1_contig_16118,1502,119,1.012462383
Lmic_v1_contig_16119,627,189,3.852087388
Lmic_v1_contig_1612,3194,30074,120.3256319
Lmic_v1_contig_16120,2586,1132,5.593965375
Lmic_v1_contig_16121,1118,1261,14.41368911
Lmic_v1_contig_16122,1047,568,6.932717788
Lmic_v1_contig_16123,720,1641,29.12580598
Lmic_v1_contig_16124,375,799,27.22810265
Lmic_v1_contig_16125,1980,514,3.317414941
Lmic_v1_contig_16126,262,20,0.975507408
Lmic_v1_contig_16127,2090,3094,18.91802917
Lmic_v1_contig_16128,207,229,14.13731727
Lmic_v1_contig_16129,385,458,15.2022061
Lmic_v1_contig_1613,638,7971,159.6592181
Lmic_v1_contig_16130,2597,1934,9.51670019
Lmic_v1_contig_16131,1346,1870,17.75408988
Lmic_v1_contig_16132,709,114,2.054757071
Lmic_v1_contig_16133,211,27,1.635246305
Lmic_v1_contig_16134,985,598,7.758304503
Lmic_v1_contig_16135,1367,906,8.469573684
Lmic_v1_contig_16136,1989,1024,6.579108385
Lmic_v1_contig_16137,335,54,2.059922211
Lmic_v1_contig_16138,2829,646,2.918108517
Lmic_v1_contig_16139,1426,1050,9.40961038
Lmic_v1_contig_1614,965,3968,52.54679326
Lmic_v1_contig_16140,1097,2855,33.25840002
Lmic_v1_contig_16141,1331,1277,12.26068428
Lmic_v1_contig_16142,2237,3039,17.36067406
Lmic_v1_contig_16143,1566,335,2.733725582
Lmic_v1_contig_16144,2074,1131,6.96876341
Lmic_v1_contig_16145,757,111,1.873824732
Lmic_v1_contig_16146,212,249,15.00946988
Lmic_v1_contig_16147,3127,984,4.021324175
Lmic_v1_contig_16148,586,321,7.000181233
Lmic_v1_contig_16149,323,21,0.830842378
Lmic_v1_contig_1615,3203,4568,18.22514634
Lmic_v1_contig_16150,614,728,15.15182256
Lmic_v1_contig_16151,1022,2107,26.34604974
Lmic_v1_contig_16152,1756,2996,21.8031461
Lmic_v1_contig_16153,3626,2544,8.965843931
Lmic_v1_contig_16154,2315,2092,11.54815362
Lmic_v1_contig_16155,1074,262,3.117445556
Lmic_v1_contig_16156,741,2000,34.49162496
Lmic_v1_contig_16157,274,347,16.18381031
Lmic_v1_contig_16158,205,64,3.989587371
Lmic_v1_contig_16159,211,401,24.28643586
Lmic_v1_contig_1616,3226,11090,43.93079379
Lmic_v1_contig_16160,324,1337,52.73370248
Lmic_v1_contig_16161,309,378,15.63274299
Lmic_v1_contig_16162,212,543,32.73149456
Lmic_v1_contig_16163,266,1086,52.17351013
Lmic_v1_contig_16164,350,1468,53.59939391
Lmic_v1_contig_16165,244,845,44.25565269
Lmic_v1_contig_16166,346,27,0.997216677
Lmic_v1_contig_16167,373,547,18.74046498
Lmic_v1_contig_16168,381,392,13.1480988
Lmic_v1_contig_16169,564,37,0.838348299
Lmic_v1_contig_1617,613,1562,32.56285105
Lmic_v1_contig_16170,225,29,1.647090064
Lmic_v1_contig_16171,1252,1175,11.99320909
Lmic_v1_contig_16172,658,124,2.408228319
Lmic_v1_contig_16173,951,112,1.505009957
Lmic_v1_contig_16174,2802,671,3.060245421
Lmic_v1_contig_16175,489,54,1.411194153
Lmic_v1_contig_16176,435,32,0.940075185
Lmic_v1_contig_16177,1996,3058,19.57847278
Lmic_v1_contig_16178,1484,644,5.545667587
Lmic_v1_contig_16179,336,56,2.129857842
Lmic_v1_contig_1618,729,433,7.590357575
Lmic_v1_contig_16180,1860,530,3.641369858
Lmic_v1_contig_16181,2163,1610,9.511986477
Lmic_v1_contig_16182,3111,3604,14.80425778
Lmic_v1_contig_16183,1022,548,6.852223662
Lmic_v1_contig_16184,3942,936,3.034318021
Lmic_v1_contig_16185,541,765,18.07032808
Lmic_v1_contig_16186,2048,487,3.038791315
Lmic_v1_contig_16187,1449,899,7.928539129
Lmic_v1_contig_16188,425,214,6.434676397
Lmic_v1_contig_16189,425,165,4.961315913
Lmic_v1_contig_1619,1299,22332,219.6950823
Lmic_v1_contig_16190,982,144,1.873927877
Lmic_v1_contig_16191,1391,5185,47.63470701
Lmic_v1_contig_16192,2087,1041,6.37426549
Lmic_v1_contig_16193,1146,896,9.991375005
Lmic_v1_contig_16194,696,462,8.482709679
Lmic_v1_contig_16195,1234,863,8.937118236
Lmic_v1_contig_16196,323,11,0.43520315
Lmic_v1_contig_16197,1221,860,9.000873433
Lmic_v1_contig_16198,1655,562,4.339504919
Lmic_v1_contig_16199,1519,2135,17.96147396
Lmic_v1_contig_162,509,57167,1435.256384
Lmic_v1_contig_1620,1114,21511,246.7614292
Lmic_v1_contig_16200,819,101,1.575938769
Lmic_v1_contig_16201,248,80,4.1223055
Lmic_v1_contig_16202,441,194,5.621665595
Lmic_v1_contig_16203,468,264,7.208749617
Lmic_v1_contig_16204,270,192,9.087393457
Lmic_v1_contig_16205,447,30,0.857660876
Lmic_v1_contig_16206,293,174,7.588981524
Lmic_v1_contig_16207,1107,1255,14.4876509
Lmic_v1_contig_16208,2619,852,4.157248295
Lmic_v1_contig_16209,311,20,0.8218101
Lmic_v1_contig_1621,1800,17497,124.2204088
Lmic_v1_contig_16210,616,476,9.874795447
Lmic_v1_contig_16211,414,300,9.260251485
Lmic_v1_contig_16212,1406,447,4.062787149
Lmic_v1_contig_16213,562,496,11.27839313
Lmic_v1_contig_16214,562,601,13.66595619
Lmic_v1_contig_16215,2616,4156,20.30203943
Lmic_v1_contig_16216,2153,1050,6.232282583
Lmic_v1_contig_16217,209,11,0.672586687
Lmic_v1_contig_16218,358,282,10.0662555
Lmic_v1_contig_16219,405,548,17.29129033
Lmic_v1_contig_1622,408,430,13.4682187
Lmic_v1_contig_16220,588,267,5.802775956
Lmic_v1_contig_16221,1239,1692,17.45142599
Lmic_v1_contig_16222,1167,2769,30.32172937
Lmic_v1_contig_16223,272,34,1.597393381
Lmic_v1_contig_16224,439,544,15.83566286
Lmic_v1_contig_16225,270,336,15.90293855
Lmic_v1_contig_16226,1739,2119,15.57160011
Lmic_v1_contig_16227,1550,549,4.526291439
Lmic_v1_contig_16228,1516,846,7.131370979
Lmic_v1_contig_16229,765,713,11.91049915
Lmic_v1_contig_1623,2504,9201,46.95724121
Lmic_v1_contig_16230,898,837,11.91107581
Lmic_v1_contig_16231,392,1562,50.92098901
Lmic_v1_contig_16232,320,487,19.44826442
Lmic_v1_contig_16233,341,174,6.52073779
Lmic_v1_contig_16234,550,46,1.06880139
Lmic_v1_contig_16235,254,13,0.654050833
Lmic_v1_contig_16236,651,589,11.56208543
Lmic_v1_contig_16237,2239,956,5.456393291
Lmic_v1_contig_16238,1312,255,2.483751904
Lmic_v1_contig_16239,677,180,3.397705272
Lmic_v1_contig_1624,830,1695,26.09717379
Lmic_v1_contig_16240,848,171,2.576927058
Lmic_v1_contig_16241,362,1064,37.5608079
Lmic_v1_contig_16242,1846,912,6.313424761
Lmic_v1_contig_16243,1376,379,3.519837741
Lmic_v1_contig_16244,1905,1239,8.311476742
Lmic_v1_contig_16245,1330,118,1.133788986
Lmic_v1_contig_16246,1781,1466,10.51893856
Lmic_v1_contig_16247,230,40,2.222460356
Lmic_v1_contig_16248,2689,574,2.727865529
Lmic_v1_contig_16249,455,52,1.460473948
Lmic_v1_contig_1625,1681,15724,119.5355789
Lmic_v1_contig_16250,2524,810,4.10107334
Lmic_v1_contig_16251,1167,2739,29.9932166
Lmic_v1_contig_16252,237,724,39.03840702
Lmic_v1_contig_16253,314,70,2.848854438
Lmic_v1_contig_16254,891,202,2.897180364
Lmic_v1_contig_16255,1714,837,6.240458623
Lmic_v1_contig_16256,208,171,10.50593339
Lmic_v1_contig_16257,2398,1844,9.826833678
Lmic_v1_contig_16258,2424,1403,7.396511267
Lmic_v1_contig_16259,631,102,2.06572583
Lmic_v1_contig_1626,2109,6068,36.76807221
Lmic_v1_contig_16260,705,1829,33.15327653
Lmic_v1_contig_16261,3865,2318,7.664181853
Lmic_v1_contig_16262,1461,810,7.084948056
Lmic_v1_contig_16263,377,266,9.016586512
Lmic_v1_contig_16264,592,508,10.9658897
Lmic_v1_contig_16265,223,689,39.48355299
Lmic_v1_contig_16266,729,206,3.611116999
Lmic_v1_contig_16267,264,12,0.58087032
Lmic_v1_contig_16268,2276,801,4.497406321
Lmic_v1_contig_16269,439,180,5.239741387
Lmic_v1_contig_1627,2282,2685,15.0359377
Lmic_v1_contig_16270,746,1777,30.44040792
Lmic_v1_contig_16271,368,44,1.527941495
Lmic_v1_contig_16272,796,619,9.937552793
Lmic_v1_contig_16273,257,128,6.364711371
Lmic_v1_contig_16274,220,224,13.01149518
Lmic_v1_contig_16275,372,450,15.45864562
Lmic_v1_contig_16276,372,470,16.14569654
Lmic_v1_contig_16277,3209,4281,17.04815473
Lmic_v1_contig_16278,289,38,1.680303072
Lmic_v1_contig_16279,735,399,6.937251255
Lmic_v1_contig_1628,1670,12001,91.83385853
Lmic_v1_contig_16280,368,49,1.70157121
Lmic_v1_contig_16281,579,1073,23.68225351
Lmic_v1_contig_16282,1137,175,1.966887189
Lmic_v1_contig_16283,1692,441,3.330735135
Lmic_v1_contig_16284,1116,775,8.874407673
Lmic_v1_contig_16285,1643,1026,7.980161213
Lmic_v1_contig_16286,1624,1202,9.45845736
Lmic_v1_contig_16287,412,211,6.544660261
Lmic_v1_contig_16288,796,202,3.242949377
Lmic_v1_contig_16289,327,14,0.547119446
Lmic_v1_contig_1629,2206,31519,182.586553
Lmic_v1_contig_16290,596,890,19.08295449
Lmic_v1_contig_16291,431,17,0.504049884
Lmic_v1_contig_16292,2715,1014,4.772764312
Lmic_v1_contig_16293,1354,677,6.389573525
Lmic_v1_contig_16294,1503,831,7.065516432
Lmic_v1_contig_16295,391,318,10.39327049
Lmic_v1_contig_16296,309,58,2.398674851
Lmic_v1_contig_16297,1053,415,5.036415979
Lmic_v1_contig_16298,175,13,0.949308067
Lmic_v1_contig_16299,554,836,19.28405584
Lmic_v1_contig_163,1637,20152,157.3154376
Lmic_v1_contig_1630,1830,2411,16.83635166
Lmic_v1_contig_16300,409,1540,48.1170818
Lmic_v1_contig_16301,409,1563,48.83571354
Lmic_v1_contig_16302,281,1175,53.43593517
Lmic_v1_contig_16303,245,282,14.70905905
Lmic_v1_contig_16304,402,449,14.27322643
Lmic_v1_contig_16305,609,171,3.588233408
Lmic_v1_contig_16306,1927,1711,11.34671541
Lmic_v1_contig_16307,1230,1443,14.99212129
Lmic_v1_contig_16308,494,362,9.364476178
Lmic_v1_contig_16309,492,276,7.168789808
Lmic_v1_contig_1631,3245,10435,41.09411385
Lmic_v1_contig_16310,464,40,1.101650608
Lmic_v1_contig_16311,233,13,0.712999621
Lmic_v1_contig_16312,379,71,2.393982693
Lmic_v1_contig_16313,257,107,5.320500912
Lmic_v1_contig_16314,2657,1821,8.758308911
Lmic_v1_contig_16315,1294,709,7.001866505
Lmic_v1_contig_16316,790,2257,36.50953784
Lmic_v1_contig_16317,1246,461,4.728079285
Lmic_v1_contig_16318,1948,1760,11.54584128
Lmic_v1_contig_16319,790,912,14.75263558
Lmic_v1_contig_1632,389,2860,93.9546544
Lmic_v1_contig_16320,1306,832,8.141079897
Lmic_v1_contig_16321,334,28,1.071305741
Lmic_v1_contig_16322,859,2020,30.05107921
Lmic_v1_contig_16323,448,181,5.163003607
Lmic_v1_contig_16324,1314,1256,12.21507511
Lmic_v1_contig_16325,1907,540,3.618636291
Lmic_v1_contig_16326,1317,1961,19.02802381
Lmic_v1_contig_16327,507,107,2.696979752
Lmic_v1_contig_16328,524,323,7.877222322
Lmic_v1_contig_16329,526,1066,25.89842349
Lmic_v1_contig_1633,349,2796,102.3796423
Lmic_v1_contig_16330,2168,2899,17.08798307
Lmic_v1_contig_16331,440,3882,112.7469292
Lmic_v1_contig_16332,1913,1004,6.706881149
Lmic_v1_contig_16333,442,31,0.896275019
Lmic_v1_contig_16334,1734,2111,15.55754292
Lmic_v1_contig_16335,2291,537,2.995374057
Lmic_v1_contig_16336,2870,4754,21.16796692
Lmic_v1_contig_16337,212,171,10.30770823
Lmic_v1_contig_16338,1311,736,7.174257993
Lmic_v1_contig_16339,454,37,1.041472337
Lmic_v1_contig_1634,2416,1223,6.468914255
Lmic_v1_contig_16340,666,971,18.63145914
Lmic_v1_contig_16341,998,626,8.015777608
Lmic_v1_contig_16342,462,81,2.240499807
Lmic_v1_contig_16343,361,11,0.389392292
Lmic_v1_contig_16344,1471,300,2.606216257
Lmic_v1_contig_16345,1110,1299,14.95505587
Lmic_v1_contig_16346,580,207,4.560833516
Lmic_v1_contig_16347,1221,164,1.716445632
Lmic_v1_contig_16348,2139,1151,6.876483522
Lmic_v1_contig_16349,3569,1346,4.819482188
Lmic_v1_contig_1635,1297,2526,24.88830027
Lmic_v1_contig_16350,587,137,2.982526654
Lmic_v1_contig_16351,526,80,1.943596509
Lmic_v1_contig_16352,1177,691,7.502455914
Lmic_v1_contig_16353,353,187,6.769689797
Lmic_v1_contig_16354,258,31,1.535478909
Lmic_v1_contig_16355,2264,625,3.527812238
Lmic_v1_contig_16356,545,1642,38.50157698
Lmic_v1_contig_16357,1137,217,2.438940114
Lmic_v1_contig_16358,313,66,2.694644426
Lmic_v1_contig_16359,865,98,1.44781088
Lmic_v1_contig_1636,494,594,15.36601892
Lmic_v1_contig_16360,1516,190,1.601608139
Lmic_v1_contig_16361,507,53,1.335887167
Lmic_v1_contig_16362,976,1195,15.6465991
Lmic_v1_contig_16363,1176,646,7.01983758
Lmic_v1_contig_16364,1234,829,8.585018561
Lmic_v1_contig_16365,669,1652,31.55627941
Lmic_v1_contig_16366,2332,1582,8.669215537
Lmic_v1_contig_16367,922,1780,24.67123834
Lmic_v1_contig_16368,1300,418,4.108987282
Lmic_v1_contig_16369,244,496,25.97728253
Lmic_v1_contig_1637,1504,10678,90.72854534
Lmic_v1_contig_16370,2719,1829,8.596197114
Lmic_v1_contig_16371,373,990,33.91784337
Lmic_v1_contig_16372,446,351,10.05713142
Lmic_v1_contig_16373,717,441,7.859977474
Lmic_v1_contig_16374,338,203,7.675049855
Lmic_v1_contig_16375,236,526,28.48233622
Lmic_v1_contig_16376,487,151,3.962322802
Lmic_v1_contig_16377,2798,1593,7.275618745
Lmic_v1_contig_16378,967,87,1.149726777
Lmic_v1_contig_16379,262,26,1.268159631
Lmic_v1_contig_1638,2662,16891,81.08661638
Lmic_v1_contig_16380,967,1471,19.43963321
Lmic_v1_contig_16381,745,2784,47.75455756
Lmic_v1_contig_16382,2086,377,2.309558216
Lmic_v1_contig_16383,214,11,0.656872045
Lmic_v1_contig_16384,2808,2793,12.71088237
Lmic_v1_contig_16385,545,1813,42.51118092
Lmic_v1_contig_16386,1182,3878,41.92684624
Lmic_v1_contig_16387,362,409,14.43831807
Lmic_v1_contig_16388,406,382,12.02372949
Lmic_v1_contig_16389,2825,980,4.433120038
Lmic_v1_contig_1639,2032,31263,196.6114538
Lmic_v1_contig_16390,680,71,1.334293295
Lmic_v1_contig_16391,558,274,6.275065038
Lmic_v1_contig_16392,2704,1137,5.373480102
Lmic_v1_contig_16393,1119,1575,17.98673512
Lmic_v1_contig_16394,1417,684,6.168621441
Lmic_v1_contig_16395,1639,343,2.674342549
Lmic_v1_contig_16396,2377,1333,7.16642954
Lmic_v1_contig_16397,318,109,4.380273674
Lmic_v1_contig_16398,281,42,1.910050449
Lmic_v1_contig_16399,417,361,11.0630026
Lmic_v1_contig_164,378,243,8.21516596
Lmic_v1_contig_1640,981,44604,581.0408512
Lmic_v1_contig_16400,532,106,2.546221029
Lmic_v1_contig_16401,448,1040,29.66587708
Lmic_v1_contig_16402,376,832,28.27726156
Lmic_v1_contig_16403,1750,1964,14.34185417
Lmic_v1_contig_16404,1306,2320,22.70108817
Lmic_v1_contig_16405,2223,1382,7.94457095
Lmic_v1_contig_16406,1191,171,1.834789375
Lmic_v1_contig_16407,434,714,21.02375805
Lmic_v1_contig_16408,1916,2172,14.4865905
Lmic_v1_contig_16409,3292,824,3.198668642
Lmic_v1_contig_1641,1681,20049,152.4147051
Lmic_v1_contig_16410,373,359,12.29950078
Lmic_v1_contig_16411,494,177,4.578763214
Lmic_v1_contig_16412,2140,1182,7.058388697
Lmic_v1_contig_16413,679,1649,31.03507141
Lmic_v1_contig_16414,455,990,27.8051771
Lmic_v1_contig_16415,745,892,15.30067002
Lmic_v1_contig_16416,1143,1628,18.20161977
Lmic_v1_contig_16417,746,1278,21.89242618
Lmic_v1_contig_16418,696,246,4.516767492
Lmic_v1_contig_16419,653,111,2.172259299
Lmic_v1_contig_1642,2584,6035,29.84603423
Lmic_v1_contig_16420,1761,394,2.859161804
Lmic_v1_contig_16421,961,920,12.2339389
Lmic_v1_contig_16422,1192,479,5.135244494
Lmic_v1_contig_16423,630,331,6.714123291
Lmic_v1_contig_16424,2423,1185,6.249809845
Lmic_v1_contig_16425,602,129,2.738388653
Lmic_v1_contig_16426,376,342,11.62358588
Lmic_v1_contig_16427,1323,397,3.834710037
Lmic_v1_contig_16428,1371,1279,11.92161129
Lmic_v1_contig_16429,291,137,6.01629947
Lmic_v1_contig_1643,1740,2078,15.26153309
Lmic_v1_contig_16430,839,923,14.05858489
Lmic_v1_contig_16431,605,394,8.3222875
Lmic_v1_contig_16432,306,525,21.92500719
Lmic_v1_contig_16433,356,270,9.692049728
Lmic_v1_contig_16434,1286,513,5.09774684
Lmic_v1_contig_16435,608,322,6.767903536
Lmic_v1_contig_16436,1595,378,3.028537671
Lmic_v1_contig_16437,480,214,5.697369726
Lmic_v1_contig_16438,3024,449,1.897432879
Lmic_v1_contig_16439,212,19,1.145300915
Lmic_v1_contig_1644,2734,5610,26.22202449
Lmic_v1_contig_16440,2304,1037,5.751725473
Lmic_v1_contig_16441,800,1398,22.33155947
Lmic_v1_contig_16442,307,29,1.207150698
Lmic_v1_contig_16443,2149,2445,14.53932738
Lmic_v1_contig_16444,359,657,23.386907
Lmic_v1_contig_16445,1529,361,3.017182528
Lmic_v1_contig_16446,1435,3364,29.9575266
Lmic_v1_contig_16447,305,1248,52.28975579
Lmic_v1_contig_16448,1539,1871,15.53592211
Lmic_v1_contig_16449,1383,429,3.96403043
Lmic_v1_contig_1645,1170,4375,47.78527209
Lmic_v1_contig_16450,1765,1610,11.65689901
Lmic_v1_contig_16451,1774,942,6.785770305
Lmic_v1_contig_16452,553,373,8.619569348
Lmic_v1_contig_16453,327,8,0.312639683
Lmic_v1_contig_16454,2797,887,4.05259329
Lmic_v1_contig_16455,357,139,4.975634285
Lmic_v1_contig_16456,1328,1694,16.30111077
Lmic_v1_contig_16457,1103,246,2.850108952
Lmic_v1_contig_16458,1815,942,6.632482931
Lmic_v1_contig_16459,1455,899,7.895844122
Lmic_v1_contig_1646,1305,2206,21.60214436
Lmic_v1_contig_16460,3162,1704,6.88667507
Lmic_v1_contig_16461,1290,1752,17.35586483
Lmic_v1_contig_16462,947,963,12.99505661
Lmic_v1_contig_16463,1079,691,8.183865256
Lmic_v1_contig_16464,770,60,0.995777692
Lmic_v1_contig_16465,1000,170,2.172454998
Lmic_v1_contig_16466,247,38,1.966022623
Lmic_v1_contig_16467,2030,1661,10.45623805
Lmic_v1_contig_16468,2699,1632,7.727146345
Lmic_v1_contig_16469,296,139,6.001018378
Lmic_v1_contig_1647,2382,13065,70.09217305
Lmic_v1_contig_16470,852,1524,22.8584743
Lmic_v1_contig_16471,766,293,4.888107161
Lmic_v1_contig_16472,1896,1517,10.22466565
Lmic_v1_contig_16473,1763,472,3.421303124
Lmic_v1_contig_16474,1519,332,2.793072298
Lmic_v1_contig_16475,1520,2108,17.7226592
Lmic_v1_contig_16476,805,748,11.87428819
Lmic_v1_contig_16477,1276,274,2.744111514
Lmic_v1_contig_16478,573,37,0.825180525
Lmic_v1_contig_16479,1230,2359,24.5089495
Lmic_v1_contig_1648,1797,10386,73.85877643
Lmic_v1_contig_16480,378,59,1.994628772
Lmic_v1_contig_16481,482,414,10.97627983
Lmic_v1_contig_16482,342,257,9.60304325
Lmic_v1_contig_16483,300,12,0.511165882
Lmic_v1_contig_16484,340,28,1.052400345
Lmic_v1_contig_16485,497,510,13.11341045
Lmic_v1_contig_16486,237,961,51.81755407
Lmic_v1_contig_16487,1351,511,4.833563392
Lmic_v1_contig_16488,201,510,32.42470147
Lmic_v1_contig_16489,203,440,27.69864385
Lmic_v1_contig_1649,1069,397,4.74585723
Lmic_v1_contig_16490,517,812,20.07092341
Lmic_v1_contig_16491,277,23,1.061084412
Lmic_v1_contig_16492,1081,1475,17.43685652
Lmic_v1_contig_16493,1174,1374,14.9561738
Lmic_v1_contig_16494,274,21,0.979423679
Lmic_v1_contig_16495,604,2561,54.18442979
Lmic_v1_contig_16496,388,1205,39.68781493
Lmic_v1_contig_16497,1266,2419,24.41765933
Lmic_v1_contig_16498,2117,1038,6.26582647
Lmic_v1_contig_16499,824,268,4.156324526
Lmic_v1_contig_165,2876,754,3.350304894
Lmic_v1_contig_1650,200,334,21.34117557
Lmic_v1_contig_16500,1040,143,1.757132719
Lmic_v1_contig_16501,2340,880,4.805833078
Lmic_v1_contig_16502,2139,1128,6.739073339
Lmic_v1_contig_16503,580,376,8.28441257
Lmic_v1_contig_16504,585,178,3.888355854
Lmic_v1_contig_16505,557,488,11.19609293
Lmic_v1_contig_16506,1232,448,4.646962563
Lmic_v1_contig_16507,326,752,29.47827786
Lmic_v1_contig_16508,308,22,0.912796218
Lmic_v1_contig_16509,708,426,7.689147801
Lmic_v1_contig_1651,200,254,16.22951675
Lmic_v1_contig_16510,1577,395,3.200864353
Lmic_v1_contig_16511,1254,855,8.713054806
Lmic_v1_contig_16512,2961,1695,7.315317206
