Contig ID,Size,Lmic_ech1,Lmic F ENV RPKM
Lmic_v1_contig_34487,288,99,4.392831798
Lmic_v1_contig_34488,266,72,3.459017246
Lmic_v1_contig_34489,265,23,1.109133517
Lmic_v1_contig_3449,3149,2116,8.587067373
Lmic_v1_contig_34490,721,95,1.683798848
Lmic_v1_contig_34491,322,19,0.754049049
Lmic_v1_contig_34492,206,413,25.62032879
Lmic_v1_contig_34493,550,203,4.716667002
Lmic_v1_contig_34494,313,25,1.020698646
Lmic_v1_contig_34495,685,68,1.26858686
Lmic_v1_contig_34496,381,75,2.515580128
Lmic_v1_contig_34497,286,85,3.797998249
Lmic_v1_contig_34498,250,60,3.066995292
Lmic_v1_contig_34499,392,28,0.912796218
Lmic_v1_contig_345,673,5576,105.878936
Lmic_v1_contig_3450,1573,940,7.6366168
Lmic_v1_contig_34500,259,10,0.493403361
Lmic_v1_contig_34501,505,249,6.301005179
Lmic_v1_contig_34502,383,30,1.000977576
Lmic_v1_contig_34503,647,35,0.691298527
Lmic_v1_contig_34504,601,43,0.914315014
Lmic_v1_contig_34505,367,20,0.696411283
Lmic_v1_contig_34506,237,6,0.32352271
Lmic_v1_contig_34507,551,26,0.603008754
Lmic_v1_contig_34508,270,28,1.325244879
Lmic_v1_contig_34509,284,26,1.169921913
Lmic_v1_contig_3451,394,186,6.032795307
Lmic_v1_contig_34510,227,12,0.675549624
Lmic_v1_contig_34511,334,36,1.377393095
Lmic_v1_contig_34512,284,52,2.339843826
Lmic_v1_contig_34513,346,25,0.923348775
Lmic_v1_contig_34514,266,13,0.624544781
Lmic_v1_contig_34515,202,21,1.328525188
Lmic_v1_contig_34516,264,8,0.38724688
Lmic_v1_contig_34517,633,37,0.746964361
Lmic_v1_contig_34518,467,65,1.778682137
Lmic_v1_contig_34519,306,48,2.004572086
Lmic_v1_contig_3452,889,1305,18.75904038
Lmic_v1_contig_34520,488,237,6.206266087
Lmic_v1_contig_34521,289,52,2.299362099
Lmic_v1_contig_34522,310,82,3.38029051
Lmic_v1_contig_34523,219,15,0.875284044
Lmic_v1_contig_34524,327,8,0.312639683
Lmic_v1_contig_34525,552,71,1.643694639
Lmic_v1_contig_34526,222,13,0.748328431
Lmic_v1_contig_34527,248,11,0.566817006
Lmic_v1_contig_34528,303,48,2.024419335
Lmic_v1_contig_34529,353,32,1.158449591
Lmic_v1_contig_3453,645,6345,125.7111442
Lmic_v1_contig_34530,288,19,0.843068729
Lmic_v1_contig_34531,444,32,0.921019607
Lmic_v1_contig_34532,357,73,2.613102898
Lmic_v1_contig_34533,796,125,2.006775604
Lmic_v1_contig_34534,576,238,5.280272565
Lmic_v1_contig_34535,248,39,2.009623931
Lmic_v1_contig_34536,206,78,4.838706164
Lmic_v1_contig_34537,393,58,1.885980989
Lmic_v1_contig_34538,223,11,0.630361514
Lmic_v1_contig_34539,583,32,0.701428311
Lmic_v1_contig_3454,1778,15344,110.2830328
Lmic_v1_contig_34540,276,29,1.342736465
Lmic_v1_contig_34541,350,35,1.277914705
Lmic_v1_contig_34542,489,23,0.601064176
Lmic_v1_contig_34543,497,29,0.745664516
Lmic_v1_contig_34544,331,21,0.810761595
Lmic_v1_contig_34545,347,19,0.699722749
Lmic_v1_contig_34546,358,21,0.749614771
Lmic_v1_contig_34547,1050,102,1.241402856
Lmic_v1_contig_34548,460,24,0.666738107
Lmic_v1_contig_34549,580,22,0.484726267
Lmic_v1_contig_3455,1082,1312,15.4956016
Lmic_v1_contig_34550,264,11,0.53246446
Lmic_v1_contig_34551,320,37,1.477588878
Lmic_v1_contig_34552,203,25,1.573786582
Lmic_v1_contig_34553,390,21,0.688107918
Lmic_v1_contig_34554,246,51,2.649335364
Lmic_v1_contig_34555,201,15,0.95366769
Lmic_v1_contig_34556,289,34,1.503429065
Lmic_v1_contig_34557,227,9,0.506662218
Lmic_v1_contig_34558,283,17,0.767651943
Lmic_v1_contig_34559,592,81,1.74849816
Lmic_v1_contig_3456,1710,3869,28.91375435
Lmic_v1_contig_34560,801,131,2.089972863
Lmic_v1_contig_34561,384,53,1.763788525
Lmic_v1_contig_34562,445,23,0.660495241
Lmic_v1_contig_34563,423,105,3.1721287
Lmic_v1_contig_34564,244,19,0.995097516
Lmic_v1_contig_34565,283,12,0.54187196
Lmic_v1_contig_34566,437,102,2.982775741
Lmic_v1_contig_34567,292,67,2.932201549
Lmic_v1_contig_34568,290,35,1.542310851
Lmic_v1_contig_34569,466,40,1.096922493
Lmic_v1_contig_3457,788,65,1.05411746
Lmic_v1_contig_34570,448,19,0.541972754
Lmic_v1_contig_34571,271,11,0.518710766
Lmic_v1_contig_34572,331,20,0.7721539
Lmic_v1_contig_34573,210,20,1.217061624
Lmic_v1_contig_34574,458,40,1.116082712
Lmic_v1_contig_34575,242,13,0.686483106
Lmic_v1_contig_34576,326,31,1.215194965
Lmic_v1_contig_34577,270,16,0.757282788
Lmic_v1_contig_34578,591,50,1.081146112
Lmic_v1_contig_34579,541,36,0.85036838
Lmic_v1_contig_3458,293,167,7.28367767
Lmic_v1_contig_34580,221,24,1.387780675
Lmic_v1_contig_34581,345,13,0.481533077
Lmic_v1_contig_34582,553,27,0.623936655
Lmic_v1_contig_34583,389,30,0.985538333
Lmic_v1_contig_34584,246,36,1.87011908
Lmic_v1_contig_34585,669,67,1.279824891
Lmic_v1_contig_34586,268,32,1.525868304
Lmic_v1_contig_34587,263,8,0.388719302
Lmic_v1_contig_34588,226,30,1.696346953
Lmic_v1_contig_34589,258,16,0.792505243
Lmic_v1_contig_3459,213,174,10.43930322
Lmic_v1_contig_34590,364,14,0.491505656
Lmic_v1_contig_34591,343,38,1.415765562
Lmic_v1_contig_34592,453,56,1.579762108
Lmic_v1_contig_34593,1211,148,1.5617785
Lmic_v1_contig_34594,362,18,0.635427201
Lmic_v1_contig_34595,248,44,2.267268025
Lmic_v1_contig_34596,318,22,0.884091934
Lmic_v1_contig_34597,200,55,3.514265439
Lmic_v1_contig_34598,361,17,0.601788088
Lmic_v1_contig_34599,386,24,0.794558366
Lmic_v1_contig_346,1368,343,3.204128244
Lmic_v1_contig_3460,451,19,0.538367614
Lmic_v1_contig_34600,442,41,1.185395993
Lmic_v1_contig_34601,808,92,1.455051397
Lmic_v1_contig_34602,373,32,1.096334331
Lmic_v1_contig_34603,502,39,0.992802261
Lmic_v1_contig_34604,217,172,10.12909351
Lmic_v1_contig_34605,213,48,2.879807786
Lmic_v1_contig_34606,360,27,0.958436029
Lmic_v1_contig_34607,208,36,2.211775451
Lmic_v1_contig_34608,857,256,3.817341476
Lmic_v1_contig_34609,219,22,1.283749932
Lmic_v1_contig_3461,518,369,9.10329201
Lmic_v1_contig_34610,1196,282,3.013143368
Lmic_v1_contig_34611,572,54,1.206422973
Lmic_v1_contig_34612,568,60,1.3499099
Lmic_v1_contig_34613,311,46,1.890163229
Lmic_v1_contig_34614,572,40,0.893646647
Lmic_v1_contig_34615,250,35,1.789080587
Lmic_v1_contig_34616,427,31,0.92776009
Lmic_v1_contig_34617,291,14,0.614804325
Lmic_v1_contig_34618,313,46,1.878085509
Lmic_v1_contig_34619,266,18,0.864754312
Lmic_v1_contig_3462,679,687,12.92971137
Lmic_v1_contig_34620,633,70,1.413175819
Lmic_v1_contig_34621,257,18,0.895037537
Lmic_v1_contig_34622,348,24,0.881320486
Lmic_v1_contig_34623,707,74,1.337562775
Lmic_v1_contig_34624,709,79,1.423910602
Lmic_v1_contig_34625,517,51,1.260612185
Lmic_v1_contig_34626,262,12,0.585304445
Lmic_v1_contig_34627,251,66,3.360253806
Lmic_v1_contig_34628,911,199,2.791493153
Lmic_v1_contig_34629,570,247,5.537630388
Lmic_v1_contig_3463,760,5216,87.70530396
Lmic_v1_contig_34630,699,37,0.676435538
Lmic_v1_contig_34631,1228,108,1.123898926
Lmic_v1_contig_34632,357,122,4.367103473
Lmic_v1_contig_34633,219,9,0.525170427
Lmic_v1_contig_34634,311,33,1.355986664
Lmic_v1_contig_34635,435,52,1.527622176
Lmic_v1_contig_34636,211,47,2.846539864
Lmic_v1_contig_34637,394,27,0.875728351
Lmic_v1_contig_34638,250,15,0.766748823
Lmic_v1_contig_34639,278,22,1.011299407
Lmic_v1_contig_3464,1055,5662,68.58344132
Lmic_v1_contig_34640,654,61,1.191938792
Lmic_v1_contig_34641,336,56,2.129857842
Lmic_v1_contig_34642,713,133,2.383767963
Lmic_v1_contig_34643,249,25,1.283046892
Lmic_v1_contig_34644,338,37,1.398900712
Lmic_v1_contig_34645,545,58,1.359982622
Lmic_v1_contig_34646,775,45,0.74201499
Lmic_v1_contig_34647,235,13,0.706931539
Lmic_v1_contig_34648,495,29,0.748677302
Lmic_v1_contig_34649,1169,229,2.503357292
Lmic_v1_contig_3465,1075,8993,106.9049948
Lmic_v1_contig_34650,813,54,0.848799435
Lmic_v1_contig_34651,302,12,0.507780677
Lmic_v1_contig_34652,381,302,10.12940265
Lmic_v1_contig_34653,408,22,0.689071655
Lmic_v1_contig_34654,330,18,0.697044385
Lmic_v1_contig_34655,210,28,1.703886273
Lmic_v1_contig_34656,224,33,1.882642199
Lmic_v1_contig_34657,491,170,4.424551931
Lmic_v1_contig_34658,982,64,0.832856834
Lmic_v1_contig_34659,275,95,4.414614435
Lmic_v1_contig_3466,753,1105,18.75293159
Lmic_v1_contig_34660,1309,258,2.51873181
Lmic_v1_contig_34661,375,17,0.579321333
Lmic_v1_contig_34662,226,27,1.526712258
Lmic_v1_contig_34663,1198,156,1.664062554
Lmic_v1_contig_34664,201,23,1.462290458
Lmic_v1_contig_34665,373,28,0.95929254
Lmic_v1_contig_34666,354,94,3.393332832
Lmic_v1_contig_34667,245,54,2.816628329
Lmic_v1_contig_34668,499,187,4.788978954
Lmic_v1_contig_34669,513,55,1.370083992
Lmic_v1_contig_3467,874,5096,74.51090774
Lmic_v1_contig_34670,319,16,0.640960354
Lmic_v1_contig_34671,379,54,1.820775569
Lmic_v1_contig_34672,210,228,13.87450251
Lmic_v1_contig_34673,228,15,0.840733358
Lmic_v1_contig_34674,981,76,0.990025663
Lmic_v1_contig_34675,309,15,0.620346944
Lmic_v1_contig_34676,211,22,1.332422915
Lmic_v1_contig_34677,230,8,0.444492071
Lmic_v1_contig_34678,774,131,2.162878893
Lmic_v1_contig_34679,315,120,4.868246495
Lmic_v1_contig_3468,1096,7745,90.30519516
Lmic_v1_contig_34680,427,23,0.688338131
Lmic_v1_contig_34681,571,39,0.87283141
Lmic_v1_contig_34682,299,27,1.1539698
Lmic_v1_contig_34683,295,24,1.039659421
Lmic_v1_contig_34684,1197,102,1.088949874
Lmic_v1_contig_34685,233,26,1.425999242
Lmic_v1_contig_34686,477,26,0.696557282
Lmic_v1_contig_34687,313,14,0.571591242
Lmic_v1_contig_34688,348,39,1.43214579
Lmic_v1_contig_34689,307,14,0.582762406
Lmic_v1_contig_3469,211,49,2.96766922
Lmic_v1_contig_34690,235,17,0.924448935
Lmic_v1_contig_34691,314,14,0.569770888
Lmic_v1_contig_34692,281,8,0.363819133
Lmic_v1_contig_34693,334,31,1.186088499
Lmic_v1_contig_34694,265,69,3.327400552
Lmic_v1_contig_34695,491,36,0.936963938
Lmic_v1_contig_34696,254,64,3.219942564
Lmic_v1_contig_34697,354,61,2.202056412
Lmic_v1_contig_34698,283,39,1.761083869
Lmic_v1_contig_34699,479,103,2.747916798
Lmic_v1_contig_347,2442,10534,55.12511671
Lmic_v1_contig_3470,290,157,6.918365816
Lmic_v1_contig_34700,409,14,0.437428016
Lmic_v1_contig_34701,433,51,1.505165126
Lmic_v1_contig_34702,246,46,2.389596603
Lmic_v1_contig_34703,243,4,0.21035633
Lmic_v1_contig_34704,223,18,1.031500659
Lmic_v1_contig_34705,661,34,0.657323751
Lmic_v1_contig_34706,329,24,0.932217414
Lmic_v1_contig_34707,266,151,7.254327836
Lmic_v1_contig_34708,312,11,0.450546851
Lmic_v1_contig_34709,312,10,0.409588046
Lmic_v1_contig_3471,1583,7008,56.57376028
Lmic_v1_contig_34710,230,11,0.611176598
Lmic_v1_contig_34711,297,21,0.903576054
Lmic_v1_contig_34712,472,23,0.622712674
Lmic_v1_contig_34713,612,35,0.730833573
Lmic_v1_contig_34714,211,60,3.633880677
Lmic_v1_contig_34715,346,23,0.849480873
Lmic_v1_contig_34716,401,21,0.66923214
Lmic_v1_contig_34717,404,18,0.569367938
Lmic_v1_contig_34718,283,13,0.587027956
Lmic_v1_contig_34719,364,21,0.737258484
Lmic_v1_contig_3472,1173,23056,251.1815979
Lmic_v1_contig_34720,290,15,0.660990365
Lmic_v1_contig_34721,201,49,3.115314455
Lmic_v1_contig_34722,258,14,0.693442088
Lmic_v1_contig_34723,355,34,1.223918309
Lmic_v1_contig_34724,323,53,2.096887906
Lmic_v1_contig_34725,414,39,1.203832693
Lmic_v1_contig_34726,418,30,0.917163664
Lmic_v1_contig_34727,680,42,0.789300259
Lmic_v1_contig_34728,545,162,3.79857215
Lmic_v1_contig_34729,642,54,1.074881528
Lmic_v1_contig_3473,3392,1707,6.431015334
Lmic_v1_contig_34730,218,11,0.644819347
Lmic_v1_contig_34731,270,9,0.425971568
Lmic_v1_contig_34732,456,32,0.896782249
Lmic_v1_contig_34733,908,88,1.238507644
Lmic_v1_contig_34734,1321,190,1.838030234
Lmic_v1_contig_34735,414,58,1.790315287
Lmic_v1_contig_34736,373,31,1.062073883
Lmic_v1_contig_34737,213,72,4.319711679
Lmic_v1_contig_34738,910,58,0.814495087
Lmic_v1_contig_34739,436,75,2.198247772
Lmic_v1_contig_3474,975,14127,185.1600106
Lmic_v1_contig_34740,454,23,0.647401723
Lmic_v1_contig_34741,388,164,5.401495145
Lmic_v1_contig_34742,528,36,0.871305481
Lmic_v1_contig_34743,581,70,1.539656271
Lmic_v1_contig_34744,1046,295,3.604061548
Lmic_v1_contig_34745,459,42,1.169333717
Lmic_v1_contig_34746,413,20,0.618844893
Lmic_v1_contig_34747,605,43,0.908269956
Lmic_v1_contig_34748,381,52,1.744135555
Lmic_v1_contig_34749,226,62,3.505783704
Lmic_v1_contig_3475,341,76,2.848138345
Lmic_v1_contig_34750,211,25,1.514116949
Lmic_v1_contig_34751,505,103,2.606439893
Lmic_v1_contig_34752,748,52,0.888389902
Lmic_v1_contig_34753,386,22,0.728345169
Lmic_v1_contig_34754,247,34,1.759072873
Lmic_v1_contig_34755,246,6,0.311686513
Lmic_v1_contig_34756,632,213,4.306896078
Lmic_v1_contig_34757,606,181,3.816873954
Lmic_v1_contig_34758,317,34,1.370634068
Lmic_v1_contig_34759,337,20,0.758406353
Lmic_v1_contig_3476,1165,6050,66.36381086
Lmic_v1_contig_34760,413,58,1.794650191
Lmic_v1_contig_34761,577,50,1.107378427
Lmic_v1_contig_34762,236,47,2.544999624
Lmic_v1_contig_34763,256,80,3.993483453
Lmic_v1_contig_34764,276,9,0.416711317
Lmic_v1_contig_34765,305,10,0.418988428
Lmic_v1_contig_34766,584,25,0.547052528
Lmic_v1_contig_34767,1073,114,1.357709938
Lmic_v1_contig_34768,447,44,1.257902618
Lmic_v1_contig_34769,341,12,0.449706055
Lmic_v1_contig_3477,1771,6513,46.9963776
Lmic_v1_contig_34770,278,167,7.67668186
Lmic_v1_contig_34771,268,8,0.381467076
Lmic_v1_contig_34772,410,50,1.558432567
Lmic_v1_contig_34773,358,21,0.749614771
Lmic_v1_contig_34774,224,43,2.453139835
Lmic_v1_contig_34775,291,29,1.273523245
Lmic_v1_contig_34776,344,64,2.37751573
Lmic_v1_contig_34777,215,12,0.713254719
Lmic_v1_contig_34778,461,76,2.106757431
Lmic_v1_contig_34779,210,11,0.669383893
Lmic_v1_contig_3478,519,3606,88.78921823
Lmic_v1_contig_34780,634,63,1.269852152
Lmic_v1_contig_34781,466,34,0.932384119
Lmic_v1_contig_34782,279,11,0.503837339
Lmic_v1_contig_34783,360,142,5.040663558
Lmic_v1_contig_34784,215,90,5.349410393
Lmic_v1_contig_34785,407,37,1.161740641
Lmic_v1_contig_34786,208,169,10.38305698
Lmic_v1_contig_34787,301,29,1.231213503
Lmic_v1_contig_34788,366,47,1.641038009
Lmic_v1_contig_34789,263,13,0.631668866
Lmic_v1_contig_3479,1537,1792,14.89930482
Lmic_v1_contig_34790,611,42,0.87843564
Lmic_v1_contig_34791,241,14,0.74235709
Lmic_v1_contig_34792,612,45,0.939643165
Lmic_v1_contig_34793,259,21,1.036147058
Lmic_v1_contig_34794,750,65,1.107526078
Lmic_v1_contig_34795,295,25,1.082978563
Lmic_v1_contig_34796,1387,133,1.225397662
Lmic_v1_contig_34797,378,19,0.642338079
Lmic_v1_contig_34798,289,33,1.459210563
Lmic_v1_contig_34799,327,58,2.266637703
Lmic_v1_contig_348,1407,635,5.767418889
Lmic_v1_contig_3480,2736,2119,9.897299926
Lmic_v1_contig_34800,1028,95,1.180952305
Lmic_v1_contig_34801,384,30,0.998370863
Lmic_v1_contig_34802,445,41,1.17740456
Lmic_v1_contig_34803,371,44,1.515586173
Lmic_v1_contig_34804,260,14,0.688107918
Lmic_v1_contig_34805,277,44,2.029900614
Lmic_v1_contig_34806,219,16,0.933636314
Lmic_v1_contig_34807,1143,75,0.838526709
Lmic_v1_contig_34808,367,32,1.114258053
Lmic_v1_contig_34809,296,70,3.022095586
Lmic_v1_contig_3481,3441,3739,13.88585609
Lmic_v1_contig_34810,549,46,1.070748204
Lmic_v1_contig_34811,340,32,1.202743252
Lmic_v1_contig_34812,237,12,0.64704542
Lmic_v1_contig_34813,271,20,0.943110483
Lmic_v1_contig_34814,244,40,2.094942139
Lmic_v1_contig_34815,490,56,1.460473948
Lmic_v1_contig_34816,245,18,0.93887611
Lmic_v1_contig_34817,402,78,2.479535995
Lmic_v1_contig_34818,777,82,1.348635853
Lmic_v1_contig_34819,225,20,1.135924182
Lmic_v1_contig_3482,2217,5277,30.41748262
Lmic_v1_contig_34820,283,25,1.128899916
Lmic_v1_contig_34821,325,49,1.92670217
Lmic_v1_contig_34822,270,88,4.165055335
Lmic_v1_contig_34823,489,122,3.188253456
Lmic_v1_contig_34824,345,7,0.259287042
Lmic_v1_contig_34825,673,122,2.316576434
Lmic_v1_contig_34826,395,33,1.067624943
Lmic_v1_contig_34827,877,108,1.573714802
Lmic_v1_contig_34828,513,52,1.295352138
Lmic_v1_contig_34829,746,58,0.993552988
Lmic_v1_contig_3483,688,6713,124.6895554
Lmic_v1_contig_34830,238,27,1.449735169
Lmic_v1_contig_34831,655,54,1.053548001
Lmic_v1_contig_34832,388,28,0.922206488
Lmic_v1_contig_34833,373,64,2.192668663
Lmic_v1_contig_34834,754,39,0.660990365
Lmic_v1_contig_34835,265,12,0.578678357
Lmic_v1_contig_34836,369,13,0.450213853
Lmic_v1_contig_34837,416,17,0.522224759
Lmic_v1_contig_34838,325,29,1.140293121
Lmic_v1_contig_34839,385,109,3.617992281
Lmic_v1_contig_3484,2485,4311,22.16937744
Lmic_v1_contig_34840,633,48,0.969034847
Lmic_v1_contig_34841,226,56,3.166514313
Lmic_v1_contig_34842,431,54,1.60109963
Lmic_v1_contig_34843,362,16,0.564824179
Lmic_v1_contig_34844,266,13,0.624544781
Lmic_v1_contig_34845,357,16,0.572734882
Lmic_v1_contig_34846,221,31,1.792550039
Lmic_v1_contig_34847,203,46,2.895767312
Lmic_v1_contig_34848,206,20,1.240693888
Lmic_v1_contig_34849,249,9,0.461896881
Lmic_v1_contig_3485,284,540,24.29837819
Lmic_v1_contig_34850,227,22,1.238507644
Lmic_v1_contig_34851,1522,102,0.856421156
Lmic_v1_contig_34852,400,25,0.798696691
Lmic_v1_contig_34853,360,47,1.668388643
Lmic_v1_contig_34854,379,48,1.618467172
Lmic_v1_contig_34855,449,72,2.049217344
Lmic_v1_contig_34856,1569,119,0.969227851
Lmic_v1_contig_34857,454,31,0.872584931
Lmic_v1_contig_34858,292,12,0.525170427
Lmic_v1_contig_34859,615,141,2.929853226
Lmic_v1_contig_3486,638,1179,23.61538303
Lmic_v1_contig_34860,237,30,1.617613551
Lmic_v1_contig_34861,450,27,0.766748823
Lmic_v1_contig_34862,609,68,1.426899835
Lmic_v1_contig_34863,416,56,1.720269795
Lmic_v1_contig_34864,467,57,1.559767413
Lmic_v1_contig_34865,223,156,8.939672375
Lmic_v1_contig_34866,271,25,1.178888104
Lmic_v1_contig_34867,651,54,1.060021414
Lmic_v1_contig_34868,385,17,0.564274026
Lmic_v1_contig_34869,316,28,1.132329485
Lmic_v1_contig_3487,602,2043,43.36843425
Lmic_v1_contig_34870,337,22,0.834246988
Lmic_v1_contig_34871,899,80,1.137187724
Lmic_v1_contig_34872,450,31,0.880341241
Lmic_v1_contig_34873,353,19,0.687829445
Lmic_v1_contig_34874,513,128,3.188559108
Lmic_v1_contig_34875,454,64,1.801465663
Lmic_v1_contig_34876,277,10,0.461341049
Lmic_v1_contig_34877,664,68,1.30870783
Lmic_v1_contig_34878,280,7,0.319478676
Lmic_v1_contig_34879,355,136,4.895673236
Lmic_v1_contig_3488,2460,7249,37.65692559
Lmic_v1_contig_34880,380,25,0.840733358
Lmic_v1_contig_34881,469,42,1.144401228
Lmic_v1_contig_34882,241,75,3.976912982
Lmic_v1_contig_34883,502,24,0.610955237
Lmic_v1_contig_34884,211,19,1.150728881
Lmic_v1_contig_34885,454,28,0.788141228
Lmic_v1_contig_34886,349,43,1.574508089
Lmic_v1_contig_34887,939,188,2.558551273
Lmic_v1_contig_34888,471,103,2.794590544
Lmic_v1_contig_34889,410,59,1.838950429
Lmic_v1_contig_3489,707,1541,27.85384102
Lmic_v1_contig_34890,606,58,1.223086681
Lmic_v1_contig_34891,218,13,0.762059228
Lmic_v1_contig_34892,313,7,0.285795621
Lmic_v1_contig_34893,755,101,1.709528281
Lmic_v1_contig_34894,245,13,0.67807719
Lmic_v1_contig_34895,407,63,1.978098929
Lmic_v1_contig_34896,294,14,0.608530812
Lmic_v1_contig_34897,271,17,0.801643911
Lmic_v1_contig_34898,368,23,0.798696691
Lmic_v1_contig_34899,979,85,1.109527578
Lmic_v1_contig_349,1154,5138,56.89710359
Lmic_v1_contig_3490,1138,7318,82.17732698
Lmic_v1_contig_34900,424,68,2.049485848
Lmic_v1_contig_34901,203,15,0.944271949
Lmic_v1_contig_34902,289,6,0.265311011
Lmic_v1_contig_34903,311,44,1.807982219
Lmic_v1_contig_34904,353,116,4.199379767
Lmic_v1_contig_34905,381,68,2.280792649
Lmic_v1_contig_34906,262,15,0.731630556
Lmic_v1_contig_34907,220,32,1.858785025
Lmic_v1_contig_34908,806,51,0.808606079
Lmic_v1_contig_34909,611,71,1.484974534
Lmic_v1_contig_3491,713,2842,50.93735752
Lmic_v1_contig_34910,762,70,1.173937393
Lmic_v1_contig_34911,733,133,2.318726545
Lmic_v1_contig_34912,335,20,0.762934152
Lmic_v1_contig_34913,360,18,0.638957352
Lmic_v1_contig_34914,201,35,2.225224611
Lmic_v1_contig_34915,201,39,2.479535995
Lmic_v1_contig_34916,238,8,0.429551161
Lmic_v1_contig_34917,380,56,1.883242723
Lmic_v1_contig_34918,445,20,0.574343688
Lmic_v1_contig_34919,857,51,0.760485997
Lmic_v1_contig_3492,242,1562,82.4835855
Lmic_v1_contig_34920,353,18,0.651627895
Lmic_v1_contig_34921,330,122,4.724411939
Lmic_v1_contig_34922,219,23,1.342102202
Lmic_v1_contig_34923,470,15,0.407845119
Lmic_v1_contig_34924,337,32,1.213450165
Lmic_v1_contig_34925,400,15,0.479218014
Lmic_v1_contig_34926,1360,92,0.864471712
Lmic_v1_contig_34927,531,106,2.551016172
Lmic_v1_contig_34928,235,37,2.012035918
Lmic_v1_contig_34929,1454,247,2.170872986
Lmic_v1_contig_3493,3323,2794,10.74478991
Lmic_v1_contig_34930,254,38,1.911840897
Lmic_v1_contig_34931,583,61,1.337097719
Lmic_v1_contig_34932,221,8,0.462593558
Lmic_v1_contig_34933,504,30,0.760663515
Lmic_v1_contig_34934,402,23,0.731145229
Lmic_v1_contig_34935,389,55,1.806820277
Lmic_v1_contig_34936,866,131,1.93310423
Lmic_v1_contig_34937,471,109,2.957382226
Lmic_v1_contig_34938,253,21,1.060719716
Lmic_v1_contig_34939,219,53,3.09267029
Lmic_v1_contig_3494,366,298,10.40487929
Lmic_v1_contig_34940,327,44,1.719518257
Lmic_v1_contig_34941,524,17,0.414590649
Lmic_v1_contig_34942,225,21,1.192720391
Lmic_v1_contig_34943,266,20,0.960838124
Lmic_v1_contig_34944,625,47,0.960991858
Lmic_v1_contig_34945,354,41,1.480070703
Lmic_v1_contig_34946,834,65,0.995976688
Lmic_v1_contig_34947,309,46,1.902397295
Lmic_v1_contig_34948,261,16,0.783395988
Lmic_v1_contig_34949,270,30,1.419905228
Lmic_v1_contig_3495,237,243,13.10266976
Lmic_v1_contig_34950,381,46,1.542889145
Lmic_v1_contig_34951,235,18,0.978828285
Lmic_v1_contig_34952,377,28,0.94911437
Lmic_v1_contig_34953,427,34,1.017543325
Lmic_v1_contig_34954,1170,92,1.004856007
Lmic_v1_contig_34955,329,24,0.932217414
Lmic_v1_contig_34956,557,112,2.569595098
Lmic_v1_contig_34957,488,19,0.497548758
Lmic_v1_contig_34958,449,72,2.049217344
Lmic_v1_contig_34959,620,82,1.690145255
Lmic_v1_contig_3496,1046,6154,75.18438904
Lmic_v1_contig_34960,303,20,0.843508056
Lmic_v1_contig_34961,275,44,2.044663528
Lmic_v1_contig_34962,337,15,0.568804765
Lmic_v1_contig_34963,300,41,1.74648343
Lmic_v1_contig_34964,276,12,0.555615089
Lmic_v1_contig_34965,326,58,2.273590579
Lmic_v1_contig_34966,280,45,2.05379149
Lmic_v1_contig_34967,473,20,0.540344484
Lmic_v1_contig_34968,734,157,2.733414287
Lmic_v1_contig_34969,369,14,0.484845688
Lmic_v1_contig_3497,1498,1766,15.065403
Lmic_v1_contig_34970,410,299,9.319426751
Lmic_v1_contig_34971,220,28,1.626436897
Lmic_v1_contig_34972,506,47,1.186995872
Lmic_v1_contig_34973,494,27,0.698455406
Lmic_v1_contig_34974,213,14,0.839943938
Lmic_v1_contig_34975,562,164,3.729146114
Lmic_v1_contig_34976,644,82,1.627158475
Lmic_v1_contig_34977,244,18,0.942723963
Lmic_v1_contig_34978,277,20,0.922682097
Lmic_v1_contig_34979,433,75,2.213478126
Lmic_v1_contig_3498,1087,1177,13.8372181
Lmic_v1_contig_34980,451,38,1.076735228
Lmic_v1_contig_34981,508,26,0.654050833
Lmic_v1_contig_34982,344,20,0.742973666
Lmic_v1_contig_34983,406,24,0.75541756
Lmic_v1_contig_34984,910,100,1.404301874
Lmic_v1_contig_34985,436,17,0.498269495
Lmic_v1_contig_34986,423,19,0.574004241
Lmic_v1_contig_34987,474,26,0.700965872
Lmic_v1_contig_34988,659,144,2.79240846
Lmic_v1_contig_34989,452,37,1.046080621
Lmic_v1_contig_3499,1481,1178,10.16464228
Lmic_v1_contig_34990,748,49,0.837136638
Lmic_v1_contig_34991,356,31,1.112790895
Lmic_v1_contig_34992,375,44,1.49941992
Lmic_v1_contig_34993,1232,133,1.379567011
Lmic_v1_contig_34994,644,60,1.190603762
Lmic_v1_contig_34995,528,48,1.161740641
Lmic_v1_contig_34996,563,66,1.498088286
Lmic_v1_contig_34997,226,12,0.678538781
Lmic_v1_contig_34998,345,28,1.037148166
Lmic_v1_contig_34999,268,48,2.288802457
Lmic_v1_contig_35,1748,4324,31.61157428
Lmic_v1_contig_350,1864,3723,25.52401527
Lmic_v1_contig_3500,413,590,18.25592436
Lmic_v1_contig_35000,988,90,1.164092343
Lmic_v1_contig_35001,557,115,2.638423538
Lmic_v1_contig_35002,221,9,0.520417753
Lmic_v1_contig_35003,1156,86,0.950697791
Lmic_v1_contig_35004,681,108,2.026648871
Lmic_v1_contig_35005,473,161,4.349773097
